map,species,min_level,max_level,encounter_type,encounter_rate,Run Order
MAP_CERULEAN_CAVE_2F,SPECIES_SOLROCK,50,60,rock_smash_mons,5,
MAP_CERULEAN_CAVE_2F,SPECIES_MAGCARGO,45,55,rock_smash_mons,4,
MAP_CERULEAN_CAVE_2F,SPECIES_ONIX,45,55,rock_smash_mons,1,
MAP_CERULEAN_CAVE_B1F,SPECIES_KADABRA,58,58,land_mons,20,
MAP_CERULEAN_CAVE_B1F,SPECIES_KIRLIA,58,58,land_mons,20,
MAP_CERULEAN_CAVE_B1F,SPECIES_MAGNETON,55,55,land_mons,10,
MAP_CERULEAN_CAVE_B1F,SPECIES_PARASECT,55,55,land_mons,10,
MAP_CERULEAN_CAVE_B1F,SPECIES_ARIADOS,52,52,land_mons,10,
MAP_CERULEAN_CAVE_B1F,SPECIES_QUAGSIRE,52,52,land_mons,10,
MAP_CERULEAN_CAVE_B1F,SPECIES_GRANBULL,67,67,land_mons,5,
MAP_CERULEAN_CAVE_B1F,SPECIES_MANECTRIC,67,67,land_mons,5,
MAP_CERULEAN_CAVE_B1F,SPECIES_MIGHTYENA,64,64,land_mons,4,
MAP_CERULEAN_CAVE_B1F,SPECIES_LINOONE,64,64,land_mons,4,
MAP_CERULEAN_CAVE_B1F,SPECIES_BELDUM,61,61,land_mons,1,
MAP_CERULEAN_CAVE_B1F,SPECIES_METANG,61,61,land_mons,1,
MAP_CERULEAN_CAVE_B1F,SPECIES_NINJASK,40,50,water_mons,60,
MAP_CERULEAN_CAVE_B1F,SPECIES_GOLDUCK,50,60,water_mons,30,
MAP_CERULEAN_CAVE_B1F,SPECIES_CRAWDAUNT,55,65,water_mons,5,
MAP_CERULEAN_CAVE_B1F,SPECIES_BIBAREL,50,60,water_mons,4,
MAP_CERULEAN_CAVE_B1F,SPECIES_AZUMARILL,50,60,water_mons,1,
MAP_CERULEAN_CAVE_B1F,SPECIES_ONIX,40,50,rock_smash_mons,60,
MAP_CERULEAN_CAVE_B1F,SPECIES_GRAVELER,50,60,rock_smash_mons,30,
MAP_CERULEAN_CAVE_B1F,SPECIES_CLAYDOL,55,65,rock_smash_mons,5,
MAP_CERULEAN_CAVE_B1F,SPECIES_RELICANTH,50,60,rock_smash_mons,4,
MAP_CERULEAN_CAVE_B1F,SPECIES_AERODACTYL,50,60,rock_smash_mons,1,
MAP_CERULEAN_CAVE_B1F,SPECIES_MAGIKARP,5,5,fishing_mons_old_rod,70,
MAP_CERULEAN_CAVE_B1F,SPECIES_FEEBAS,5,5,fishing_mons_old_rod,30,
MAP_CERULEAN_CAVE_B1F,SPECIES_POLIWAG,5,15,fishing_mons_good_rod,60,
MAP_CERULEAN_CAVE_B1F,SPECIES_CHINCHOU,5,15,fishing_mons_good_rod,20,
MAP_CERULEAN_CAVE_B1F,SPECIES_GOLDEEN,5,15,fishing_mons_good_rod,20,
MAP_CERULEAN_CAVE_B1F,SPECIES_POLIWAG,15,25,fishing_mons_super_rod,40,
MAP_CERULEAN_CAVE_B1F,SPECIES_POLIWHIRL,20,30,fishing_mons_super_rod,40,
MAP_CERULEAN_CAVE_B1F,SPECIES_GYARADOS,15,25,fishing_mons_super_rod,15,
MAP_CERULEAN_CAVE_B1F,SPECIES_LANTURN,15,25,fishing_mons_super_rod,4,
MAP_CERULEAN_CAVE_B1F,SPECIES_GYARADOS,25,35,fishing_mons_super_rod,1,
MAP_ROCK_TUNNEL_1F,SPECIES_ZUBAT,21,23,land_mons,20,14
MAP_ROCK_TUNNEL_1F,SPECIES_GEODUDE,21,23,land_mons,20,14
MAP_ROCK_TUNNEL_1F,SPECIES_MANKEY,21,23,land_mons,10,14
MAP_ROCK_TUNNEL_1F,SPECIES_SKORUPI,21,23,land_mons,10,14
MAP_ROCK_TUNNEL_1F,SPECIES_DUSKULL,21,23,land_mons,10,14
MAP_ROCK_TUNNEL_1F,SPECIES_SHUPPET,21,23,land_mons,10,14
MAP_ROCK_TUNNEL_1F,SPECIES_MISDREAVUS,21,23,land_mons,5,14
MAP_ROCK_TUNNEL_1F,SPECIES_MACHOP,21,23,land_mons,5,14
MAP_ROCK_TUNNEL_1F,SPECIES_DUNSPARCE,21,23,land_mons,4,14
MAP_ROCK_TUNNEL_1F,SPECIES_ONIX,21,23,land_mons,4,14
MAP_ROCK_TUNNEL_1F,SPECIES_GLIGAR,21,23,land_mons,1,14
MAP_ROCK_TUNNEL_1F,SPECIES_SPIRITOMB,21,23,land_mons,1,14
MAP_ROCK_TUNNEL_B1F,SPECIES_ONIX,22,24,land_mons,20,15
MAP_ROCK_TUNNEL_B1F,SPECIES_RHYHORN,22,24,land_mons,20,15
MAP_ROCK_TUNNEL_B1F,SPECIES_ARIADOS,22,24,land_mons,10,15
MAP_ROCK_TUNNEL_B1F,SPECIES_MURKROW,22,24,land_mons,10,15
MAP_ROCK_TUNNEL_B1F,SPECIES_LOUDRED,22,24,land_mons,10,15
MAP_ROCK_TUNNEL_B1F,SPECIES_MACHOP,22,24,land_mons,10,15
MAP_ROCK_TUNNEL_B1F,SPECIES_MEDITITE,22,24,land_mons,5,15
MAP_ROCK_TUNNEL_B1F,SPECIES_HIPPOWDON,22,24,land_mons,5,15
MAP_ROCK_TUNNEL_B1F,SPECIES_BALTOY,22,24,land_mons,4,15
MAP_ROCK_TUNNEL_B1F,SPECIES_BRONZOR,22,24,land_mons,4,15
MAP_ROCK_TUNNEL_B1F,SPECIES_HERACROSS,22,24,land_mons,1,15
MAP_ROCK_TUNNEL_B1F,SPECIES_TORKOAL,22,24,land_mons,1,15
MAP_ROCK_TUNNEL_B1F,SPECIES_ANORITH,20,25,rock_smash_mons,60,15
MAP_ROCK_TUNNEL_B1F,SPECIES_OMANYTE,20,25,rock_smash_mons,30,15
MAP_ROCK_TUNNEL_B1F,SPECIES_LILEEP,20,30,rock_smash_mons,5,15
MAP_ROCK_TUNNEL_B1F,SPECIES_ANORITH,20,30,rock_smash_mons,4,15
MAP_ROCK_TUNNEL_B1F,SPECIES_AERODACTYL,30,40,rock_smash_mons,1,15
MAP_SEAFOAM_ISLANDS_1F,SPECIES_PSYDUCK,30,33,land_mons,20,
MAP_SEAFOAM_ISLANDS_1F,SPECIES_SNOVER,30,33,land_mons,20,
MAP_SEAFOAM_ISLANDS_1F,SPECIES_SPHEAL,30,33,land_mons,10,
MAP_SEAFOAM_ISLANDS_1F,SPECIES_SEEL,30,33,land_mons,10,
MAP_SEAFOAM_ISLANDS_1F,SPECIES_GOLBAT,30,33,land_mons,10,
MAP_SEAFOAM_ISLANDS_1F,SPECIES_OMANYTE,30,33,land_mons,15,
MAP_SEAFOAM_ISLANDS_1F,SPECIES_POLIWHIRL,30,33,land_mons,5,
MAP_SEAFOAM_ISLANDS_1F,SPECIES_JYNX,33,33,land_mons,4,
MAP_SEAFOAM_ISLANDS_1F,SPECIES_PILOSWINE,33,33,land_mons,4,
MAP_SEAFOAM_ISLANDS_1F,SPECIES_RELICANTH,33,33,land_mons,2,
MAP_SEAFOAM_ISLANDS_B1F,SPECIES_SLOWPOKE,31,34,land_mons,20,
MAP_SEAFOAM_ISLANDS_B1F,SPECIES_PSYDUCK,31,34,land_mons,20,
MAP_SEAFOAM_ISLANDS_B1F,SPECIES_SEEL,31,34,land_mons,10,
MAP_SEAFOAM_ISLANDS_B1F,SPECIES_SPHEAL,31,34,land_mons,10,
MAP_SEAFOAM_ISLANDS_B1F,SPECIES_ONIX,31,34,land_mons,10,
MAP_SEAFOAM_ISLANDS_B1F,SPECIES_GOLBAT,31,34,land_mons,10,
MAP_SEAFOAM_ISLANDS_B1F,SPECIES_DUNSPARCE,31,34,land_mons,5,
MAP_SEAFOAM_ISLANDS_B1F,SPECIES_TOGETIC,31,34,land_mons,5,
MAP_SEAFOAM_ISLANDS_B1F,SPECIES_GOLDUCK,33,33,land_mons,4,
MAP_SEAFOAM_ISLANDS_B1F,SPECIES_MURKROW,34,34,land_mons,4,
MAP_SEAFOAM_ISLANDS_B1F,SPECIES_GOLDUCK,35,35,land_mons,1,
MAP_SEAFOAM_ISLANDS_B1F,SPECIES_MURKROW,35,35,land_mons,1,
MAP_SEAFOAM_ISLANDS_B2F,SPECIES_PSYDUCK,33,35,land_mons,20,
MAP_SEAFOAM_ISLANDS_B2F,SPECIES_GRUMPIG,33,35,land_mons,20,
MAP_SEAFOAM_ISLANDS_B2F,SPECIES_SEEL,33,35,land_mons,10,
MAP_SEAFOAM_ISLANDS_B2F,SPECIES_SPHEAL,33,35,land_mons,10,
MAP_SEAFOAM_ISLANDS_B2F,SPECIES_SNORUNT,33,35,land_mons,10,
MAP_SEAFOAM_ISLANDS_B2F,SPECIES_SNEASEL,33,35,land_mons,10,
MAP_SEAFOAM_ISLANDS_B2F,SPECIES_BANETTE,33,35,land_mons,5,
MAP_SEAFOAM_ISLANDS_B2F,SPECIES_DUSCLOPS,33,35,land_mons,5,
MAP_SEAFOAM_ISLANDS_B2F,SPECIES_AERODACTYL,34,34,land_mons,5,
MAP_SEAFOAM_ISLANDS_B2F,SPECIES_MISDREAVUS,34,34,land_mons,5,
MAP_SEAFOAM_ISLANDS_B3F,SPECIES_SEEL,34,36,land_mons,20,
MAP_SEAFOAM_ISLANDS_B3F,SPECIES_SPHEAL,34,36,land_mons,20,
MAP_SEAFOAM_ISLANDS_B3F,SPECIES_LOUDRED,34,36,land_mons,10,
MAP_SEAFOAM_ISLANDS_B3F,SPECIES_MAWILE,34,36,land_mons,10,
MAP_SEAFOAM_ISLANDS_B3F,SPECIES_SABLEYE,34,36,land_mons,10,
MAP_SEAFOAM_ISLANDS_B3F,SPECIES_WHISCASH,34,36,land_mons,10,
MAP_SEAFOAM_ISLANDS_B3F,SPECIES_SOLROCK,34,36,land_mons,5,
MAP_SEAFOAM_ISLANDS_B3F,SPECIES_LUNATONE,34,36,land_mons,5,
MAP_SEAFOAM_ISLANDS_B3F,SPECIES_DEWGONG,34,36,land_mons,4,
MAP_SEAFOAM_ISLANDS_B3F,SPECIES_SEALEO,34,36,land_mons,4,
MAP_SEAFOAM_ISLANDS_B3F,SPECIES_ABSOL,35,35,land_mons,1,
MAP_SEAFOAM_ISLANDS_B3F,SPECIES_CRAWDAUNT,35,35,land_mons,1,
MAP_SEAFOAM_ISLANDS_B3F,SPECIES_FLOATZEL,25,35,water_mons,60,
MAP_SEAFOAM_ISLANDS_B3F,SPECIES_GLALIE,25,30,water_mons,30,
MAP_SEAFOAM_ISLANDS_B3F,SPECIES_DEWGONG,35,40,water_mons,5,
MAP_SEAFOAM_ISLANDS_B3F,SPECIES_CASTFORM,30,40,water_mons,4,
MAP_SEAFOAM_ISLANDS_B3F,SPECIES_GOLDUCK,35,40,water_mons,1,
MAP_SEAFOAM_ISLANDS_B3F,SPECIES_MAGIKARP,5,5,fishing_mons_old_rod,70,
MAP_SEAFOAM_ISLANDS_B3F,SPECIES_FEEBAS,5,5,fishing_mons_old_rod,30,
MAP_SEAFOAM_ISLANDS_B3F,SPECIES_HORSEA,5,15,fishing_mons_good_rod,60,
MAP_SEAFOAM_ISLANDS_B3F,SPECIES_REMORAID,5,15,fishing_mons_good_rod,20,
MAP_SEAFOAM_ISLANDS_B3F,SPECIES_KRABBY,5,15,fishing_mons_good_rod,20,
MAP_SEAFOAM_ISLANDS_B3F,SPECIES_SEADRA,15,25,fishing_mons_super_rod,40,
MAP_SEAFOAM_ISLANDS_B3F,SPECIES_OCTILLERY,20,30,fishing_mons_super_rod,40,
MAP_SEAFOAM_ISLANDS_B3F,SPECIES_GYARADOS,15,25,fishing_mons_super_rod,15,
MAP_SEAFOAM_ISLANDS_B3F,SPECIES_TENTACRUEL,15,25,fishing_mons_super_rod,4,
MAP_SEAFOAM_ISLANDS_B3F,SPECIES_MANTINE,25,35,fishing_mons_super_rod,1,
MAP_SEAFOAM_ISLANDS_B4F,SPECIES_SLOWPOKE,35,37,land_mons,20,
MAP_SEAFOAM_ISLANDS_B4F,SPECIES_CLOYSTER,35,37,land_mons,20,
MAP_SEAFOAM_ISLANDS_B4F,SPECIES_CRAWDAUNT,35,37,land_mons,10,
MAP_SEAFOAM_ISLANDS_B4F,SPECIES_KINGLER,35,37,land_mons,10,
MAP_SEAFOAM_ISLANDS_B4F,SPECIES_KANGASKHAN,35,37,land_mons,10,
MAP_SEAFOAM_ISLANDS_B4F,SPECIES_LICKITUNG,35,37,land_mons,10,
MAP_SEAFOAM_ISLANDS_B4F,SPECIES_JYNX,35,37,land_mons,5,
MAP_SEAFOAM_ISLANDS_B4F,SPECIES_LAPRAS,35,37,land_mons,5,
MAP_SEAFOAM_ISLANDS_B4F,SPECIES_PILOSWINE,35,37,land_mons,4,
MAP_SEAFOAM_ISLANDS_B4F,SPECIES_ABOMASNOW,35,37,land_mons,4,
MAP_SEAFOAM_ISLANDS_B4F,SPECIES_SPIRITOMB,36,36,land_mons,2,
MAP_SEAFOAM_ISLANDS_B4F,SPECIES_SLOWPOKE,25,35,water_mons,60,
MAP_SEAFOAM_ISLANDS_B4F,SPECIES_SEADRA,25,35,water_mons,30,
MAP_SEAFOAM_ISLANDS_B4F,SPECIES_DEWGONG,35,40,water_mons,5,
MAP_SEAFOAM_ISLANDS_B4F,SPECIES_MANTINE,30,40,water_mons,4,
MAP_SEAFOAM_ISLANDS_B4F,SPECIES_GOLDUCK,35,40,water_mons,1,
MAP_SEAFOAM_ISLANDS_B4F,SPECIES_MAGIKARP,15,25,fishing_mons_old_rod,70,
MAP_SEAFOAM_ISLANDS_B4F,SPECIES_FEEBAS,15,25,fishing_mons_old_rod,30,
MAP_SEAFOAM_ISLANDS_B4F,SPECIES_HORSEA,15,25,fishing_mons_good_rod,60,
MAP_SEAFOAM_ISLANDS_B4F,SPECIES_MAGIKARP,15,25,fishing_mons_good_rod,20,
MAP_SEAFOAM_ISLANDS_B4F,SPECIES_KRABBY,20,25,fishing_mons_good_rod,20,
MAP_SEAFOAM_ISLANDS_B4F,SPECIES_HORSEA,25,30,fishing_mons_super_rod,80,
MAP_SEAFOAM_ISLANDS_B4F,SPECIES_GYARADOS,25,35,fishing_mons_super_rod,15,
MAP_SEAFOAM_ISLANDS_B4F,SPECIES_GOLDUCK,25,35,fishing_mons_super_rod,4,
MAP_SEAFOAM_ISLANDS_B4F,SPECIES_GYARADOS,35,35,fishing_mons_super_rod,1,
MAP_POKEMON_TOWER_3F,SPECIES_GASTLY,17,19,land_mons,40,16
MAP_POKEMON_TOWER_3F,SPECIES_SHUPPET,17,19,land_mons,10,16
MAP_POKEMON_TOWER_3F,SPECIES_DUSKULL,17,19,land_mons,10,16
MAP_POKEMON_TOWER_3F,SPECIES_DRIFBLIM,17,19,land_mons,20,16
MAP_POKEMON_TOWER_3F,SPECIES_MURKROW,19,19,land_mons,5,16
MAP_POKEMON_TOWER_3F,SPECIES_CUBONE,17,19,land_mons,9,16
MAP_POKEMON_TOWER_3F,SPECIES_SABLEYE,17,19,land_mons,4,16
MAP_POKEMON_TOWER_3F,SPECIES_MISDREAVUS,20,20,land_mons,1,16
MAP_POKEMON_TOWER_3F,SPECIES_HAUNTER,20,20,land_mons,1,16
MAP_POKEMON_TOWER_4F,SPECIES_GASTLY,18,20,land_mons,40,17
MAP_POKEMON_TOWER_4F,SPECIES_DUSKULL,18,20,land_mons,10,17
MAP_POKEMON_TOWER_4F,SPECIES_SHUPPET,18,20,land_mons,10,17
MAP_POKEMON_TOWER_4F,SPECIES_CUBONE,18,20,land_mons,20,17
MAP_POKEMON_TOWER_4F,SPECIES_HAUNTER,18,20,land_mons,5,17
MAP_POKEMON_TOWER_4F,SPECIES_MISDREAVUS,18,20,land_mons,5,17
MAP_POKEMON_TOWER_4F,SPECIES_SABLEYE,18,20,land_mons,8,17
MAP_POKEMON_TOWER_4F,SPECIES_STANTLER,21,21,land_mons,2,17
MAP_POKEMON_TOWER_5F,SPECIES_GASTLY,21,23,land_mons,40,18
MAP_POKEMON_TOWER_5F,SPECIES_DUSKULL,21,23,land_mons,10,18
MAP_POKEMON_TOWER_5F,SPECIES_SHUPPET,21,23,land_mons,10,18
MAP_POKEMON_TOWER_5F,SPECIES_HOUNDOUR,21,23,land_mons,10,18
MAP_POKEMON_TOWER_5F,SPECIES_NUZLEAF,21,23,land_mons,10,18
MAP_POKEMON_TOWER_5F,SPECIES_HAUNTER,21,23,land_mons,5,18
MAP_POKEMON_TOWER_5F,SPECIES_MISDREAVUS,21,23,land_mons,5,18
MAP_POKEMON_TOWER_5F,SPECIES_SABLEYE,21,23,land_mons,4,18
MAP_POKEMON_TOWER_5F,SPECIES_DRIFBLIM,21,23,land_mons,4,18
MAP_POKEMON_TOWER_5F,SPECIES_ABSOL,24,24,land_mons,2,18
MAP_POKEMON_TOWER_6F,SPECIES_GASTLY,23,25,land_mons,40,18
MAP_POKEMON_TOWER_6F,SPECIES_DUSKULL,23,25,land_mons,10,19
MAP_POKEMON_TOWER_6F,SPECIES_SHUPPET,23,25,land_mons,10,19
MAP_POKEMON_TOWER_6F,SPECIES_DRIFBLIM,23,25,land_mons,20,19
MAP_POKEMON_TOWER_6F,SPECIES_HAUNTER,23,25,land_mons,5,19
MAP_POKEMON_TOWER_6F,SPECIES_MISDREAVUS,23,25,land_mons,5,19
MAP_POKEMON_TOWER_6F,SPECIES_BRONZOR,23,25,land_mons,8,19
MAP_POKEMON_TOWER_6F,SPECIES_SPIRITOMB,23,25,land_mons,2,19
MAP_POKEMON_TOWER_7F,SPECIES_GASTLY,23,25,land_mons,40,20
MAP_POKEMON_TOWER_7F,SPECIES_SHUPPET,23,25,land_mons,10,20
MAP_POKEMON_TOWER_7F,SPECIES_DUSKULL,23,25,land_mons,10,20
MAP_POKEMON_TOWER_7F,SPECIES_MISDREAVUS,23,25,land_mons,10,20
MAP_POKEMON_TOWER_7F,SPECIES_HAUNTER,23,25,land_mons,14,20
MAP_POKEMON_TOWER_7F,SPECIES_CUBONE,23,25,land_mons,10,20
MAP_POKEMON_TOWER_7F,SPECIES_STANTLER,23,25,land_mons,4,20
MAP_POKEMON_TOWER_7F,SPECIES_CLAYDOL,25,25,land_mons,1,20
MAP_POKEMON_TOWER_7F,SPECIES_MAROWAK,25,25,land_mons,1,20
MAP_POWER_PLANT,SPECIES_VOLTORB,20,30,land_mons,20,
MAP_POWER_PLANT,SPECIES_MAGNEMITE,20,30,land_mons,20,
MAP_POWER_PLANT,SPECIES_ELEKID,20,30,land_mons,10,
MAP_POWER_PLANT,SPECIES_FLAAFFY,20,30,land_mons,10,
MAP_POWER_PLANT,SPECIES_PIKACHU,20,30,land_mons,10,
MAP_POWER_PLANT,SPECIES_LUXIO,20,30,land_mons,10,
MAP_POWER_PLANT,SPECIES_PACHIRISU,20,30,land_mons,5,
MAP_POWER_PLANT,SPECIES_MAGNETON,34,34,land_mons,5,
MAP_POWER_PLANT,SPECIES_MANECTRIC,34,34,land_mons,4,
MAP_POWER_PLANT,SPECIES_ELECTABUZZ,34,34,land_mons,4,
MAP_POWER_PLANT,SPECIES_ROTOM,20,30,land_mons,2,
MAP_MT_EMBER_EXTERIOR,SPECIES_PONYTA,32,34,land_mons,20,
MAP_MT_EMBER_EXTERIOR,SPECIES_FEAROW,38,38,land_mons,20,
MAP_MT_EMBER_EXTERIOR,SPECIES_GROWLITHE,32,34,land_mons,10,
MAP_MT_EMBER_EXTERIOR,SPECIES_SKARMORY,36,36,land_mons,10,
MAP_MT_EMBER_EXTERIOR,SPECIES_MACHOP,35,35,land_mons,10,
MAP_MT_EMBER_EXTERIOR,SPECIES_TYROGUE,25,35,land_mons,10,
MAP_MT_EMBER_EXTERIOR,SPECIES_HOUNDOUR,36,36,land_mons,5,
MAP_MT_EMBER_EXTERIOR,SPECIES_SWELLOW,40,40,land_mons,5,
MAP_MT_EMBER_EXTERIOR,SPECIES_NOCTOWL,37,37,land_mons,4,
MAP_MT_EMBER_EXTERIOR,SPECIES_RAPIDASH,39,39,land_mons,4,
MAP_MT_EMBER_EXTERIOR,SPECIES_MAWILE,39,39,land_mons,1,
MAP_MT_EMBER_EXTERIOR,SPECIES_CAMERUPT,42,42,land_mons,1,
MAP_MT_EMBER_EXTERIOR,SPECIES_GEODUDE,5,20,rock_smash_mons,60,
MAP_MT_EMBER_EXTERIOR,SPECIES_BALTOY,10,20,rock_smash_mons,30,
MAP_MT_EMBER_EXTERIOR,SPECIES_SABLEYE,15,30,rock_smash_mons,5,
MAP_MT_EMBER_EXTERIOR,SPECIES_GRAVELER,25,40,rock_smash_mons,4,
MAP_MT_EMBER_EXTERIOR,SPECIES_MAWILE,30,40,rock_smash_mons,1,
MAP_MT_EMBER_SUMMIT_PATH_1F,SPECIES_POOCHYENA,34,36,land_mons,20,
MAP_MT_EMBER_SUMMIT_PATH_1F,SPECIES_HOUNDOUR,35,35,land_mons,20,
MAP_MT_EMBER_SUMMIT_PATH_1F,SPECIES_SNEASEL,37,39,land_mons,10,
MAP_MT_EMBER_SUMMIT_PATH_1F,SPECIES_DRAPION,31,31,land_mons,10,
MAP_MT_EMBER_SUMMIT_PATH_1F,SPECIES_RIOLU,32,34,land_mons,10,
MAP_MT_EMBER_SUMMIT_PATH_1F,SPECIES_MACHOP,33,33,land_mons,10,
MAP_MT_EMBER_SUMMIT_PATH_1F,SPECIES_MAKUHITA,35,35,land_mons,5,
MAP_MT_EMBER_SUMMIT_PATH_1F,SPECIES_MEDITITE,35,35,land_mons,5,
MAP_MT_EMBER_SUMMIT_PATH_1F,SPECIES_YANMA,37,37,land_mons,4,
MAP_MT_EMBER_SUMMIT_PATH_1F,SPECIES_VIGOROTH,39,39,land_mons,4,
MAP_MT_EMBER_SUMMIT_PATH_1F,SPECIES_ANORITH,37,37,land_mons,1,
MAP_MT_EMBER_SUMMIT_PATH_1F,SPECIES_LILEEP,37,37,land_mons,1,
MAP_MT_EMBER_SUMMIT_PATH_2F,SPECIES_FURRET,34,36,land_mons,20,
MAP_MT_EMBER_SUMMIT_PATH_2F,SPECIES_SHUCKLE,36,36,land_mons,20,
MAP_MT_EMBER_SUMMIT_PATH_2F,SPECIES_ABSOL,33,33,land_mons,10,
MAP_MT_EMBER_SUMMIT_PATH_2F,SPECIES_MURKROW,33,33,land_mons,10,
MAP_MT_EMBER_SUMMIT_PATH_2F,SPECIES_MACHOP,32,32,land_mons,10,
MAP_MT_EMBER_SUMMIT_PATH_2F,SPECIES_VIBRAVA,34,34,land_mons,10,
MAP_MT_EMBER_SUMMIT_PATH_2F,SPECIES_HIPPOWDON,38,38,land_mons,5,
MAP_MT_EMBER_SUMMIT_PATH_2F,SPECIES_MACHOKE,38,38,land_mons,5,
MAP_MT_EMBER_SUMMIT_PATH_2F,SPECIES_GASTRODON,40,40,land_mons,4,
MAP_MT_EMBER_SUMMIT_PATH_2F,SPECIES_MACHOKE,40,40,land_mons,4,
MAP_MT_EMBER_SUMMIT_PATH_2F,SPECIES_CRANIDOS,39,39,land_mons,1,
MAP_MT_EMBER_SUMMIT_PATH_2F,SPECIES_SHIELDON,39,39,land_mons,1,
MAP_MT_EMBER_SUMMIT_PATH_2F,SPECIES_OMANYTE,5,20,rock_smash_mons,60,
MAP_MT_EMBER_SUMMIT_PATH_2F,SPECIES_KABUTO,5,20,rock_smash_mons,30,
MAP_MT_EMBER_SUMMIT_PATH_2F,SPECIES_CORSOLA,15,30,rock_smash_mons,5,
MAP_MT_EMBER_SUMMIT_PATH_2F,SPECIES_GRAVELER,25,40,rock_smash_mons,4,
MAP_MT_EMBER_SUMMIT_PATH_2F,SPECIES_RELICANTH,30,40,rock_smash_mons,1,
MAP_MT_EMBER_SUMMIT_PATH_3F,SPECIES_PHANPY,35,35,land_mons,20,
MAP_MT_EMBER_SUMMIT_PATH_3F,SPECIES_EEVEE,35,35,land_mons,20,
MAP_MT_EMBER_SUMMIT_PATH_3F,SPECIES_LINOONE,38,38,land_mons,10,
MAP_MT_EMBER_SUMMIT_PATH_3F,SPECIES_LOUDRED,37,37,land_mons,10,
MAP_MT_EMBER_SUMMIT_PATH_3F,SPECIES_STARAVIA,37,37,land_mons,10,
MAP_MT_EMBER_SUMMIT_PATH_3F,SPECIES_PIDGEOTTO,37,37,land_mons,10,
MAP_MT_EMBER_SUMMIT_PATH_3F,SPECIES_CHINGLING,33,33,land_mons,5,
MAP_MT_EMBER_SUMMIT_PATH_3F,SPECIES_MUNCHLAX,33,33,land_mons,5,
MAP_MT_EMBER_SUMMIT_PATH_3F,SPECIES_NUMEL,37,37,land_mons,4,
MAP_MT_EMBER_SUMMIT_PATH_3F,SPECIES_CACNEA,39,39,land_mons,4,
MAP_MT_EMBER_SUMMIT_PATH_3F,SPECIES_CACTURNE,42,42,land_mons,1,
MAP_MT_EMBER_SUMMIT_PATH_3F,SPECIES_CAMERUPT,42,42,land_mons,1,
MAP_MT_EMBER_RUBY_PATH_1F,SPECIES_NUMEL,38,38,land_mons,20,
MAP_MT_EMBER_RUBY_PATH_1F,SPECIES_SLUGMA,38,38,land_mons,20,
MAP_MT_EMBER_RUBY_PATH_1F,SPECIES_NOSEPASS,38,38,land_mons,10,
MAP_MT_EMBER_RUBY_PATH_1F,SPECIES_SANDSLASH,36,36,land_mons,10,
MAP_MT_EMBER_RUBY_PATH_1F,SPECIES_GRIMER,34,34,land_mons,10,
MAP_MT_EMBER_RUBY_PATH_1F,SPECIES_GULPIN,34,34,land_mons,10,
MAP_MT_EMBER_RUBY_PATH_1F,SPECIES_NUZLEAF,38,38,land_mons,5,
MAP_MT_EMBER_RUBY_PATH_1F,SPECIES_BRELOOM,40,40,land_mons,5,
MAP_MT_EMBER_RUBY_PATH_1F,SPECIES_TOXICROAK,40,40,land_mons,4,
MAP_MT_EMBER_RUBY_PATH_1F,SPECIES_MACHOKE,42,42,land_mons,4,
MAP_MT_EMBER_RUBY_PATH_1F,SPECIES_MAWILE,40,40,land_mons,1,
MAP_MT_EMBER_RUBY_PATH_1F,SPECIES_MAWILE,42,42,land_mons,1,
MAP_MT_EMBER_RUBY_PATH_1F,SPECIES_PHANPY,25,35,rock_smash_mons,60,
MAP_MT_EMBER_RUBY_PATH_1F,SPECIES_GRAVELER,30,45,rock_smash_mons,30,
MAP_MT_EMBER_RUBY_PATH_1F,SPECIES_CORSOLA,35,50,rock_smash_mons,5,
MAP_MT_EMBER_RUBY_PATH_1F,SPECIES_DUNSPARCE,30,40,rock_smash_mons,4,
MAP_MT_EMBER_RUBY_PATH_1F,SPECIES_RHYHORN,30,40,rock_smash_mons,1,
MAP_MT_EMBER_RUBY_PATH_B1F,SPECIES_MAGMAR,38,38,land_mons,20,
MAP_MT_EMBER_RUBY_PATH_B1F,SPECIES_PINSIR,38,38,land_mons,20,
MAP_MT_EMBER_RUBY_PATH_B1F,SPECIES_FLAAFFY,34,34,land_mons,10,
MAP_MT_EMBER_RUBY_PATH_B1F,SPECIES_PILOSWINE,40,40,land_mons,10,
MAP_MT_EMBER_RUBY_PATH_B1F,SPECIES_SLUGMA,24,24,land_mons,10,
MAP_MT_EMBER_RUBY_PATH_B1F,SPECIES_NUMEL,26,26,land_mons,10,
MAP_MT_EMBER_RUBY_PATH_B1F,SPECIES_LUXIO,42,42,land_mons,5,
MAP_MT_EMBER_RUBY_PATH_B1F,SPECIES_BRONZOR,28,28,land_mons,5,
MAP_MT_EMBER_RUBY_PATH_B1F,SPECIES_TANGELA,42,42,land_mons,4,
MAP_MT_EMBER_RUBY_PATH_B1F,SPECIES_YANMA,30,30,land_mons,4,
MAP_MT_EMBER_RUBY_PATH_B1F,SPECIES_XATU,42,42,land_mons,1,
MAP_MT_EMBER_RUBY_PATH_B1F,SPECIES_XATU,30,30,land_mons,1,
MAP_MT_EMBER_RUBY_PATH_B1F,SPECIES_GEODUDE,25,35,rock_smash_mons,60,
