name,effect,power,type,Thru Gen 4?,accuracy,pp,target,priority,category,additional_effects,description
Quiver Dance,EFFECT_QUIVER_DANCE,0,TYPE_BUG,N,0,20,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,Dances to raise Sp. Atk Sp. Def and Speed.
Sticky Web,EFFECT_STICKY_WEB,0,TYPE_BUG,N,0,20,MOVE_TARGET_OPPONENTS_FIELD,0,DAMAGE_CATEGORY_STATUS,,Weaves a sticky net that slows foes switching in.
Spider Web,EFFECT_MEAN_LOOK,0,TYPE_BUG,N,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,Ensnares the foe to stop it from fleeing or switching.
After You,EFFECT_AFTER_YOU,0,TYPE_NORMAL,N,0,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"Helps out the foe, letting it move next."
Flatter,EFFECT_FLATTER,0,TYPE_DARK,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"Confuses the foe, but raises its Sp. Atk."
Twister,EFFECT_HIT,40,TYPE_DRAGON,N,100,20,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_FLINCH",Whips up a vicioustwister to tear atthe foe.
Aqua Jet,EFFECT_HIT,40,TYPE_WATER,N,100,20,MOVE_TARGET_SELECTED,1,DAMAGE_CATEGORY_PHYSICAL,,Strikes first by dashing at the foe at a high speed.
Acid Spray,EFFECT_HIT,40,TYPE_POISON,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_SP_DEF_MINUS_2",Sprays ahide-melting acid.Sharply reducesSp. Def.
Max Knuckle,EFFECT_MAX_MOVE,1,TYPE_FIGHTING,N,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_RAISE_TEAM_ATTACK",
Accelerock,EFFECT_HIT,40,TYPE_ROCK,N,100,20,MOVE_TARGET_SELECTED,1,DAMAGE_CATEGORY_PHYSICAL,,Hits with a high-speed rock that always goes first.
Eerie Impulse,EFFECT_SPECIAL_ATTACK_DOWN_2,0,TYPE_ELECTRIC,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,Exposes the foe to a pulse that sharply cuts Sp. Atk.
Sunny Day,EFFECT_SUNNY_DAY,0,TYPE_FIRE,N,0,5 10,MOVE_TARGET_ALL_BATTLERS,0,DAMAGE_CATEGORY_STATUS,,Boosts the power of Fire- type moves for 5 turns.
Defend Order,EFFECT_COSMIC_POWER,0,TYPE_BUG,N,0,10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,Raises Defense and Sp. Def with a living shield.
Trailblaze,EFFECT_HIT,50,TYPE_GRASS,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_SPD_PLUS_1","The user attackssuddenly, raisingits Speed."
Chilling Water,EFFECT_HIT,50,TYPE_WATER,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_ATK_MINUS_1",A shower withice-cold water lowers thetarget's Attack.
Chatter,EFFECT_HIT,60,TYPE_FLYING,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_CONFUSION",Attacks with asound wave thatcauses confusion.
Final Gambit,EFFECT_FINAL_GAMBIT,1,TYPE_FIGHTING,N,100,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,The user faints to damage the foe equal to its HP.
Dragon Breath,EFFECT_HIT,60,TYPE_DRAGON,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_PARALYSIS",Strikes the foewith an incredibleblast of breath.
Water Pulse,EFFECT_HIT,60,TYPE_WATER,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_CONFUSION",Attacks withultrasonic waves.May confuse thefoe.
Pluck,EFFECT_HIT,60,TYPE_FLYING,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_BUG_BITE",
Heal Order,EFFECT_RESTORE_HP,0,TYPE_BUG,N,0,10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,The user's underlings show up to heal half its max HP.
Bulldoze,EFFECT_EARTHQUAKE,60,TYPE_GROUND,N,100,20,MOVE_TARGET_FOES_AND_ALLY,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_SPD_MINUS_1",Stomps down on theground. LowersSpeed.
Embargo,EFFECT_EMBARGO,0,TYPE_DARK,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,Prevents the foe from using any items.
Flip Turn,EFFECT_HIT_ESCAPE,60,TYPE_WATER,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Attacks and rushes back to switch with a party Pokémon.
Shell Smash,EFFECT_SHELL_SMASH,0,TYPE_NORMAL,N,0,15,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"Raises offensive stats, but lowers defensive stats."
Psybeam,EFFECT_HIT,65,TYPE_PSYCHIC,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_CONFUSION",Fires a peculiarray that mayconfuse the foe.
Bubble Beam,EFFECT_HIT,65,TYPE_WATER,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_SPD_MINUS_1",Forcefully spraysbubbles that maylower Speed.
Aurora Beam,EFFECT_HIT,65,TYPE_ICE,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_ATK_MINUS_1",Fires arainbow-colored beam that maylower Attack.
Sludge,EFFECT_HIT,65 75,TYPE_POISON,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_POISON",Sludge is hurledto inflict damage.May also poison.
Magnet Rise,EFFECT_MAGNET_RISE,0,TYPE_ELECTRIC,N,0,10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,The user levitates with  electromagnetism.
Silk Trap,EFFECT_PROTECT,0,TYPE_BUG,N,0,10,MOVE_TARGET_USER,4,DAMAGE_CATEGORY_STATUS,,"Protects itself, lowering Speed on contact."
Grassy Glide,EFFECT_GRASSY_GLIDE,70,TYPE_GRASS,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"Gliding on ground, hits. Goes first on Grassy Terrain."
Power Gem,EFFECT_HIT,70,TYPE_ROCK,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,Attacks with rays of light that sparkle like diamonds.
Reflect Type,EFFECT_REFLECT_TYPE,0,TYPE_NORMAL,N,0,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"The user reflects the foe's type, copying it."
Bestow,EFFECT_BESTOW,0,TYPE_NORMAL,N,0,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,The user gives its held item to the foe.
Spotlight,EFFECT_FOLLOW_ME,0,TYPE_NORMAL,N,0,15,MOVE_TARGET_SELECTED,3,DAMAGE_CATEGORY_STATUS,,Makes the foe attack the  spotlighted Pokémon.
Max Flutterby,EFFECT_MAX_MOVE,1,TYPE_BUG,N,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_LOWER_SP_ATK_SIDE",
Psycho Cut,EFFECT_HIT,70,TYPE_PSYCHIC,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Tears with psychic blades. High critical-hit ratio.
Cross Poison,EFFECT_HIT,70,TYPE_POISON,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_POISON",A slash that maypoison a foe anddo criticaldamage.
Soft-Boiled,EFFECT_SOFTBOILED,0,TYPE_NORMAL,N,100,10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,Recovers up to half the user's maximum HP.
Electric Terrain,EFFECT_ELECTRIC_TERRAIN,0,TYPE_ELECTRIC,N,0,10,MOVE_TARGET_ALL_BATTLERS,0,DAMAGE_CATEGORY_STATUS,,Electrifies the ground for 5 turns. Prevents sleep.
Freeze-Dry,EFFECT_SUPER_EFFECTIVE_ON_ARG,70,TYPE_ICE,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,Super effective on Water-          #if B_USE_FROSTBITE == TRUE             types. May cause frostbite.
Pika Papow,EFFECT_RETURN,1,TYPE_ELECTRIC,N,0,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,Pikachu's love increases its  power. It never misses.
Aqua Cutter,EFFECT_HIT,70,TYPE_WATER,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Pressurized water cut with a high critical-hit ratio.
Drill Peck,EFFECT_HIT,80,TYPE_FLYING,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,A corkscrewing attack with the beak acting as a drill.
Poison Jab,EFFECT_HIT,80,TYPE_POISON,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_POISON",A stabbing attackthat may poisonthe foe.
Anchor Shot,EFFECT_HIT,80,TYPE_STEEL,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_PREVENT_ESCAPE",Strangles the foewith a chain. Thefoe can't escape.
All Out Pummeling,EFFECT_HIT,1,TYPE_FIGHTING,N,0,1,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,
Savage Spin Out,EFFECT_HIT,1,TYPE_BUG,N,0,1,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,
Slack Off,EFFECT_RESTORE_HP,0,TYPE_NORMAL,N,100,10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,Slacks off and restores half the maximum HP.
Scale Shot,EFFECT_MULTI_HIT,25,TYPE_DRAGON,N,90,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"Shoots scales 2 to 5 times. Ups Speed, lowers defense."
Rollout,EFFECT_ROLLOUT,30,TYPE_ROCK,N,90,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,An attack lasting 5 turns with rising intensity.
Ice Ball,EFFECT_ROLLOUT,30,TYPE_ICE,N,90,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,A 5-turn attack that gains power on successive hits.
Rock Climb,EFFECT_HIT,90,TYPE_ROCK,N,90,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_CONFUSION",A charging attackthat may confusethe foe.
Fury Cutter,EFFECT_FURY_CUTTER,10 25,TYPE_BUG,N,95,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,An attack that intensifies on each successive hit.
Milk Drink,EFFECT_SOFTBOILED,0,TYPE_NORMAL,N,0,10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,Recovers up to half the user's maximum HP.
Recycle,EFFECT_RECYCLE,0,TYPE_NORMAL,N,100,10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,Recycles a used item for one more use.
Court Change,EFFECT_COURT_CHANGE,0,TYPE_NORMAL,N,100,10,MOVE_TARGET_ALL_BATTLERS,0,DAMAGE_CATEGORY_STATUS,,The user swaps effects on either side of the field.
Bone Club,EFFECT_HIT,65 75,TYPE_GROUND,N,85 95,20 15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_FLINCH",Clubs the foe witha bone. May causeflinching.
Doodle,EFFECT_DOODLE,0,TYPE_NORMAL,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,Changes user's and ally's Ability into the target's.
Scary Face,EFFECT_SPEED_DOWN_2,0,TYPE_NORMAL,N,90,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,Frightens with a scary face to sharply reduce Speed.
Lovely Kiss,EFFECT_SLEEP,0,TYPE_NORMAL,N,75,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,Demands a kiss with a scary face that induces sleep.
Sweet Kiss,EFFECT_CONFUSE,0,TYPE_NORMAL,N,75 85,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,Demands a kiss with a cute look. May cause confusion.
Smog,EFFECT_HIT,20 40,TYPE_POISON,N,70 90,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_POISON",An exhaust-gasattack that mayalso poison.
Hypnosis,EFFECT_SLEEP,0,TYPE_PSYCHIC,N,60 65,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,A hypnotizing move that may induce sleep.
Mimic,EFFECT_MIMIC,0,TYPE_NORMAL,N,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,Copies a move used by the foe during one battle.
Metronome,EFFECT_METRONOME,0,TYPE_NORMAL,N,0,10 15,MOVE_TARGET_DEPENDS,0,DAMAGE_CATEGORY_STATUS,,Waggles a finger to use any  Pokémon move at random.
Teleport,EFFECT_TELEPORT,0,TYPE_PSYCHIC,N,0,20,MOVE_TARGET_USER,-6,DAMAGE_CATEGORY_STATUS,,A psychic move for fleeing from battle instantly.
Transform,EFFECT_TRANSFORM,0,TYPE_NORMAL,N,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,Alters the user's cells to become a copy of the foe.
Reflect,EFFECT_REFLECT,0,TYPE_PSYCHIC,N,0,20,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,Creates a wall of light that weakens physical attacks.
Mirror Move,EFFECT_MIRROR_MOVE,0,TYPE_FLYING,N,0,20,MOVE_TARGET_DEPENDS,0,DAMAGE_CATEGORY_STATUS,,Counters the foe's attack with the same move.
Amnesia,EFFECT_SPECIAL_DEFENSE_UP_2,0,TYPE_PSYCHIC,N,0,20,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,Forgets about something and sharply raises Sp. Def.
Spikes,EFFECT_SPIKES,0,TYPE_GROUND,N,0,20,MOVE_TARGET_OPPONENTS_FIELD,0,DAMAGE_CATEGORY_STATUS,,Sets spikes that hurt a  foe switching in.
Substitute,EFFECT_SUBSTITUTE,0,TYPE_NORMAL,N,0,10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,Creates a decoy using 1/4 of the user's maximum HP.
G-Max Befuddle,EFFECT_MAX_MOVE,10,TYPE_BUG,N,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_EFFECT_SPORE_SIDE",
Cosmic Power,EFFECT_COSMIC_POWER,0,TYPE_PSYCHIC,N,0,20,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,Raises Defense and Sp. Def with a mystic power.
Triple Kick,EFFECT_TRIPLE_KICK,10 12,TYPE_FIGHTING,N,90,10 15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Kicks the foe 3 times in a row with rising intensity.
Calm Mind,EFFECT_CALM_MIND,0,TYPE_PSYCHIC,N,0,20,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,Raises Sp. Atk and Sp. Def by focusing the mind.
Dragon Dance,EFFECT_DRAGON_DANCE,0,TYPE_DRAGON,N,0,20,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,A mystical dance that ups Attack and Speed.
Protect,EFFECT_PROTECT,0,TYPE_NORMAL,N,0,10,MOVE_TARGET_USER,3,DAMAGE_CATEGORY_STATUS,,"Evades attack, but may fail if used in succession."
Belly Drum,EFFECT_BELLY_DRUM,0,TYPE_NORMAL,N,0,10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,Maximizes Attack while sacrificing HP.
Toxic Spikes,EFFECT_TOXIC_SPIKES,0,TYPE_POISON,N,0,20,MOVE_TARGET_OPPONENTS_FIELD,0,DAMAGE_CATEGORY_STATUS,,Sets spikes that poison a foe switching in.
Aqua Ring,EFFECT_AQUA_RING,0,TYPE_WATER,N,0,20,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,Forms a veil of water that restores HP.
Rock Polish,EFFECT_SPEED_UP_2,0,TYPE_ROCK,N,0,20,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,Polishes the body to sharply raise Speed.
Quash,EFFECT_QUASH,0,TYPE_DARK,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"Suppresses the foe, making it move last."
Stealth Rock,EFFECT_STEALTH_ROCK,0,TYPE_ROCK,N,0,20,MOVE_TARGET_OPPONENTS_FIELD,0,DAMAGE_CATEGORY_STATUS,,Sets floating stones that hurt a foe switching in.
Pin Missile,EFFECT_MULTI_HIT,14 22,TYPE_BUG,N,85 95,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Sharp pins are fired to strike 2 to 5 times.
Infestation,EFFECT_HIT,20 35,TYPE_BUG,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_WRAP",The foe isinfested and attacked forBINDING_TURNS turns.
Coil,EFFECT_COIL,0,TYPE_POISON,N,0,20,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"Coils up to raise Attack, Defense and Accuracy."
Leech Life,EFFECT_ABSORB,20 55,TYPE_BUG,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,An attack that steals half the damage inflicted.
Electro Ball,EFFECT_ELECTRO_BALL,1,TYPE_ELECTRIC,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,Hurls an orb that does more damage to slower foes.
Endure,EFFECT_ENDURE,0,TYPE_NORMAL,N,0,10,MOVE_TARGET_USER,3,DAMAGE_CATEGORY_STATUS,,"Endures any attack for 1 turn, leaving at least 1HP."
Sleep Talk,EFFECT_SLEEP_TALK,0,TYPE_NORMAL,N,0,10,MOVE_TARGET_DEPENDS,0,DAMAGE_CATEGORY_STATUS,,Uses an available move randomly while asleep.
Max Lightning,EFFECT_MAX_MOVE,1,TYPE_ELECTRIC,N,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_ELECTRIC_TERRAIN",
Gear Up,EFFECT_GEAR_UP,0,TYPE_STEEL,N,0,20,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,Boosts the attacks of those with Plus or Minus.
Purify,EFFECT_PURIFY,0,TYPE_POISON,N,0,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,Cures the foe's status to restore HP.
Aurora Veil,EFFECT_AURORA_VEIL,0,TYPE_ICE,N,0,20,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"Weakens all attacks, but only usable with hail."
Psych Up,EFFECT_PSYCH_UP,0,TYPE_NORMAL,N,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,Copies the foe's effect(s) and gives to the user.
G-Max Chi Strike,EFFECT_MAX_MOVE,10,TYPE_FIGHTING,N,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_CRIT_PLUS_SIDE",
Swallow,EFFECT_SWALLOW,0,TYPE_NORMAL,N,0,10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,Absorbs stockpiled power and restores HP.
Gigavolt Havoc,EFFECT_HIT,1,TYPE_ELECTRIC,N,0,1,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,
Wish,EFFECT_WISH,0,TYPE_NORMAL,N,0,10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,A wish that restores HP. It takes time to work.
Yawn,EFFECT_YAWN,0,TYPE_NORMAL,N,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"Lulls the foe into yawning, then sleeping next turn."
Hone Claws,EFFECT_ATTACK_ACCURACY_UP,0,TYPE_DARK,N,0,15,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,Sharpens its claws to raise Attack and Accuracy.
Shadow Punch,EFFECT_HIT,60 75,TYPE_GHOST,N,0,20 15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,An unavoidable punch that is thrown from shadows.
Aerial Ace,EFFECT_HIT,60 70,TYPE_FLYING,N,0,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,An extremely speedy and  unavoidable attack.
Magical Leaf,EFFECT_HIT,60,TYPE_GRASS,N,0,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,Attacks with a strange leaf that cannot be evaded.
G-Max Volt Crash,EFFECT_MAX_MOVE,10,TYPE_ELECTRIC,N,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_PARALYZE_SIDE",
Magnet Bomb,EFFECT_HIT,60,TYPE_STEEL,N,0,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Launches a magnet that strikes without fail.
Arm Thrust,EFFECT_MULTI_HIT,15 18,TYPE_FIGHTING,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Straight-arm punches that  strike the foe 2 to 5 times.
Double Kick,EFFECT_HIT,30,TYPE_FIGHTING,N,100,30,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,A double-kicking attack that strikes the foe twice.
Barb Barrage,EFFECT_DOUBLE_POWER_ON_ARG_STATUS,60,TYPE_POISON,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,Can poison on impact. Powers up against poisoned foes.
Bouncy Bubble,EFFECT_ABSORB,90,TYPE_WATER,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,An attack that absorbs          #if B_UPDATED_MOVE_DATA >= GEN_8             all the damage inflicted.
G-Max Stun Shock,EFFECT_MAX_MOVE,10,TYPE_ELECTRIC,N,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_POISON_PARALYZE_SIDE",
Heat Crash,EFFECT_HEAT_CRASH,1,TYPE_FIRE,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,
Sappy Seed,EFFECT_HIT,90,TYPE_GRASS,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_LEECH_SEED",Giant stalkscatters seeds that drain HPevery turn.
Nuzzle,EFFECT_HIT,20 35,TYPE_ELECTRIC,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_PARALYSIS","Rubs its cheeksagainst the foe,paralyzing it."
Freezy Frost,EFFECT_HIT,90,TYPE_ICE,N,10,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_HAZE",Crystal from coldhaze hits. Eliminates allstat changes.
Twineedle,EFFECT_HIT,25 40,TYPE_BUG,N,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_POISON",Stingers on theforelegs jab thefoe twice.
Synchronoise,EFFECT_SYNCHRONOISE,70,TYPE_PSYCHIC,N,100,15,MOVE_TARGET_FOES_AND_ALLY,0,DAMAGE_CATEGORY_SPECIAL,,An odd shock wave that only damages same-type foes.
Stuff Cheeks,EFFECT_STUFF_CHEEKS,0,TYPE_NORMAL,N,0,10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"Consumes the user's Berry, then sharply raises Def."
Outrage,EFFECT_HIT,120,TYPE_DRAGON,N,100,15,MOVE_TARGET_RANDOM,0,DAMAGE_CATEGORY_PHYSICAL,"
MOVE_EFFECT_THRASH",A rampage of 2 to3 turns thatconfuses the user.
Future Sight,EFFECT_FUTURE_SIGHT,80,TYPE_PSYCHIC,N,90 100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,Heightens inner power to strike 2 turns later.
Mega Drain,EFFECT_ABSORB,40 60,TYPE_GRASS,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,
Glitzy Glow,EFFECT_HIT,90,TYPE_PSYCHIC,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"
MOVE_EFFECT_LIGHT_SCREEN","Telekinetic forcethat sets wall,lowering Sp. Atkdamage."
Memento,EFFECT_MEMENTO,0,TYPE_DARK,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,The user faints and lowers the foe's abilities.
Nightmare,EFFECT_NIGHTMARE,0,TYPE_GHOST,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,Inflicts 1/4 damage on a  sleeping foe every turn.
Sand Attack,EFFECT_ACCURACY_DOWN,0,TYPE_GROUND,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,Reduces the foe's accuracy by hurling sand in its face.
Spore,EFFECT_SLEEP,0,TYPE_GRASS,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,Scatters a cloud of spores that always induce sleep.
Teatime,EFFECT_TEATIME,0,TYPE_NORMAL,N,0,10,MOVE_TARGET_ALL_BATTLERS,0,DAMAGE_CATEGORY_STATUS,,All Pokémon have teatime and eat their Berries.
Snatch,EFFECT_SNATCH,0,TYPE_DARK,N,100,10,MOVE_TARGET_DEPENDS,4,DAMAGE_CATEGORY_STATUS,,Steals the effects of the move the target uses next.
Switcheroo,EFFECT_TRICK,0,TYPE_DARK,N,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,Swaps items with the foe faster than the eye can see.
Magic Coat,EFFECT_MAGIC_COAT,0,TYPE_PSYCHIC,N,100,15,MOVE_TARGET_DEPENDS,4,DAMAGE_CATEGORY_STATUS,,Reflects special effects back to the attacker.
Feather Dance,EFFECT_ATTACK_DOWN_2,0,TYPE_FLYING,N,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,Envelops the foe with down to sharply reduce Attack.
Mud Sport,EFFECT_MUD_SPORT,0,TYPE_GROUND,N,100,15,MOVE_TARGET_ALL_BATTLERS,0,DAMAGE_CATEGORY_STATUS,,Covers the user in mud to raise electrical resistance.
Water Sport,EFFECT_WATER_SPORT,0,TYPE_WATER,N,100,15,MOVE_TARGET_ALL_BATTLERS,0,DAMAGE_CATEGORY_STATUS,,The user becomes soaked to raise resistance to fire.
