name,effect,power,type,accuracy,pp,target,priority,category,additional_effects,description
Rapid Spin,EFFECT_RAPID_SPIN,50,TYPE_NORMAL,100,40,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS(
        #if B_SPEED_BUFFING_RAPID_SPIN >= GEN_8
            {
                .moveEffect = MOVE_EFFECT_SPD_PLUS_1","""Spins the body at\n""             ""high speed to\n""             ""strike the foe."""
Sweet Scent,B_UPDATED_MOVE_DATA >= GEN_6 ? EFFECT_EVASION_DOWN_2 : EFFECT_EVASION_DOWN,0,TYPE_NORMAL,100,20,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_STATUS,,"""Allures the foe to \n""             ""reduce evasiveness\n""             ""."""
Iron Tail,EFFECT_HIT,100,TYPE_STEEL,85,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_DEF_MINUS_2","""Attacks with a\n""             ""rock-hard tail.\n""             ""May lower Defense."""
Metal Claw,EFFECT_HIT,50,TYPE_STEEL,100,35,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_ATK_PLUS_1","""A claw attack that\n""             ""may raise the\n""             ""user's Attack."""
Vital Throw,EFFECT_HIT,70,TYPE_FIGHTING,0,10,MOVE_TARGET_SELECTED,-1,DAMAGE_CATEGORY_PHYSICAL,,"""Makes the user's\n""             ""move last, but it\n""             ""never misses."""
Morning Sun,EFFECT_MORNING_SUN,0,TYPE_NORMAL,0,5,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Restores HP. The\n""             ""amount varies with\n""             ""the weather."""
Synthesis,EFFECT_SYNTHESIS,0,TYPE_GRASS,0,5,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Restores HP. The\n""             ""amount varies with\n""             ""the weather."""
Moonlight,EFFECT_MOONLIGHT,0,B_UPDATED_MOVE_TYPES >= GEN_6 ? TYPE_FAIRY : TYPE_NORMAL,0,5,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Restores HP. The\n""             ""amount varies with\n""             ""the weather."""
Hidden Power,EFFECT_HIDDEN_POWER,B_HIDDEN_POWER_DMG >= GEN_6 ? 60 : 1,TYPE_NORMAL,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,"""The effectiveness\n""             ""varies with the\n""             ""user."""
Cross Chop,EFFECT_HIT,100,TYPE_FIGHTING,95,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""A double-chopping\n""             ""attack. High\n""             ""critical-hit ratio."""
Twister,EFFECT_HIT,40,TYPE_DRAGON,100,20,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_FLINCH","""Whips up a vicious\n""             ""twister to tear at\n""             ""the foe."""
Rain Dance,EFFECT_RAIN_DANCE,0,TYPE_WATER,0,10,MOVE_TARGET_ALL_BATTLERS,0,DAMAGE_CATEGORY_STATUS,,"""Boosts the power of\n""             ""Water-type moves\n""             ""for 5 turns."""
Sunny Day,EFFECT_SUNNY_DAY,0,TYPE_FIRE,0,10,MOVE_TARGET_ALL_BATTLERS,0,DAMAGE_CATEGORY_STATUS,,"""Boosts the power of\n""             ""Fire-type moves\n""             ""for 5 turns."""
Crunch,EFFECT_HIT,80,TYPE_DARK,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_DEF_MINUS_1","""Crunches with\n""             ""sharp fangs.\n""             ""May lower Defense."""
Mirror Coat,EFFECT_MIRROR_COAT,1,TYPE_PSYCHIC,100,20,MOVE_TARGET_DEPENDS,-5,DAMAGE_CATEGORY_SPECIAL,,"""Counters the foe's\n""             ""special attack at\n""             ""double the power."""
Psych Up,EFFECT_PSYCH_UP,0,TYPE_NORMAL,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Copies the foe's\n""             ""effect(s) and\n""             ""gives to the user."""
Extreme Speed,EFFECT_HIT,80,TYPE_NORMAL,100,10,MOVE_TARGET_SELECTED,B_UPDATED_MOVE_DATA >= GEN_5 ? 2 : 1,DAMAGE_CATEGORY_PHYSICAL,,"""An extremely fast\n""             ""and powerful\n""             ""attack."""
Ancient Power,EFFECT_HIT,60,TYPE_ROCK,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_ALL_STATS_UP","""An attack that may\n""             ""raise all stats."""
Shadow Ball,EFFECT_HIT,95,TYPE_GHOST,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_SP_DEF_MINUS_1","""Hurls a black blob\n""             ""that may lower the\n""             ""foe's Sp. Def."""
Future Sight,EFFECT_FUTURE_SIGHT,80,TYPE_PSYCHIC,100,B_UPDATED_MOVE_DATA >= GEN_5 ? 10 : 15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,"""Heightens inner\n""             ""power to strike 2\n""             ""turns later."""
Rock Smash,EFFECT_HIT,B_UPDATED_MOVE_DATA >= GEN_4 ? 65 : 20,TYPE_FIGHTING,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_DEF_MINUS_1","""A rock-crushing\n""             ""attack that may\n""             ""lower Defense."""
Whirlpool,EFFECT_HIT,35,TYPE_WATER,90,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_WRAP","""Traps and hurts the\n""             ""foe in a whirlpool\n""             ""for 2 to 5\n""             ""turns."""
Beat Up,EFFECT_BEAT_UP,30,TYPE_DARK,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Summons party\n""             ""Pokémon to join in\n""             ""the attack."""
Fake Out,EFFECT_FIRST_TURN_ONLY,40,TYPE_NORMAL,100,10,MOVE_TARGET_SELECTED,B_UPDATED_MOVE_DATA >= GEN_5 ? 3 : 1,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_FLINCH","""A 1st-turn, 1st-\n""             ""strike move that\n""             ""causes flinching."""
Uproar,EFFECT_UPROAR,B_UPDATED_MOVE_DATA >= GEN_5 ? 90 : 50,TYPE_NORMAL,100,10,MOVE_TARGET_RANDOM,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_UPROAR","""Causes an uproar\n""             ""for 2 to 5 turns\n""             ""and prevents sleep."""
Stockpile,EFFECT_STOCKPILE,0,TYPE_NORMAL,0,B_UPDATED_MOVE_DATA >= GEN_4 ? 20 : 10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Charges up power\n""             ""for up to 3 turns."""
Spit Up,EFFECT_SPIT_UP,B_UPDATED_MOVE_DATA >= GEN_4 ? 1 : 100,TYPE_NORMAL,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,"""Releases stockpiled\n""             ""power (the more\n""             ""the better)."""
Swallow,EFFECT_SWALLOW,0,TYPE_NORMAL,0,10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Absorbs stockpiled\n""             ""power and restores\n""             ""HP."""
Heat Wave,EFFECT_HIT,B_UPDATED_MOVE_DATA >= GEN_6 ? 95 : 110,TYPE_FIRE,100,10,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_BURN","""Exhales a hot\n""             ""breath on the foe.\n""             ""May inflict a burn."""
Hail,EFFECT_HAIL,0,TYPE_ICE,0,10,MOVE_TARGET_ALL_BATTLERS,0,DAMAGE_CATEGORY_STATUS,,"""Summons a snowstorm\n""                 ""that lasts for\n""                 ""five turns.""                               ""Summons a hailstorm\n""                 ""that strikes every\n""                 ""turn."""
Torment,EFFECT_TORMENT,0,TYPE_DARK,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Torments the foe.\n""             ""Stops successive\n""             ""use of a move."""
Flatter,EFFECT_FLATTER,0,TYPE_DARK,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Confuses the foe,\n""             ""but raises its Sp.\n""             ""Atk."""
Will-O-Wisp,EFFECT_WILL_O_WISP,0,TYPE_FIRE,B_UPDATED_MOVE_DATA >= GEN_6 ? 85 : 75,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Inflicts a burn on\n""             ""the foe with\n""             ""intense fire."""
Memento,EFFECT_MEMENTO,0,TYPE_DARK,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""The user faints and\n""             ""lowers the foe's\n""             ""abilities."""
Facade,EFFECT_FACADE,70,TYPE_NORMAL,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Boosts Attack when\n""             ""burned, paralyzed,\n""             ""or poisoned."""
Focus Punch,EFFECT_FOCUS_PUNCH,150,TYPE_FIGHTING,100,20,MOVE_TARGET_SELECTED,-3,DAMAGE_CATEGORY_PHYSICAL,,"""A powerful loyalty\n""             ""attack. The user\n""             ""flinches if hit."""
Smelling Salts,EFFECT_DOUBLE_POWER_ON_ARG_STATUS,B_UPDATED_MOVE_DATA >= GEN_6 ? 70 : 60,TYPE_NORMAL,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Powerful against\n""             ""paralyzed foes,\n""             ""but also heals\n""             ""them."""
Follow Me,EFFECT_FOLLOW_ME,0,TYPE_NORMAL,100,20,MOVE_TARGET_USER,B_UPDATED_MOVE_DATA >= GEN_6 ? 2 : 3,DAMAGE_CATEGORY_STATUS,,"""Draws attention to\n""             ""make foes attack\n""             ""only the user."""
Nature Power,EFFECT_NATURE_POWER,1,TYPE_NORMAL,0,20,MOVE_TARGET_DEPENDS,0,DAMAGE_CATEGORY_STATUS,,"""The type of attack\n""             ""varies depending\n""             ""on the location."""
Charge,EFFECT_CHARGE,0,TYPE_ELECTRIC,100,20,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Charges power to\n""             ""boost the electric\n""             ""move used next."""
Taunt,EFFECT_TAUNT,0,TYPE_DARK,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Taunts the foe into\n""             ""only using attack\n""             ""moves."""
Helping Hand,EFFECT_HELPING_HAND,0,TYPE_NORMAL,100,20,B_UPDATED_MOVE_DATA >= GEN_4 ? MOVE_TARGET_ALLY : MOVE_TARGET_USER,5,DAMAGE_CATEGORY_STATUS,,"""Boosts the power of\n""             ""the recipient's\n""             ""moves."""
Trick,EFFECT_TRICK,0,TYPE_PSYCHIC,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Tricks the foe into\n""             ""trading held\n""             ""items."""
Role Play,EFFECT_ROLE_PLAY,0,TYPE_PSYCHIC,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Mimics the target\n""             ""and copies its\n""             ""special ability."""
Wish,EFFECT_WISH,0,TYPE_NORMAL,0,10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""A wish that\n""             ""restores HP. It\n""             ""takes time to work."""
Assist,EFFECT_ASSIST,0,TYPE_NORMAL,100,20,MOVE_TARGET_DEPENDS,0,DAMAGE_CATEGORY_STATUS,,"""Attacks randomly\n""             ""with one of the\n""             ""partner's moves."""
Ingrain,EFFECT_INGRAIN,0,TYPE_GRASS,100,20,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Lays roots that\n""             ""restore HP. The\n""             ""user can't switch\n""             ""out."""
Superpower,EFFECT_HIT,120,TYPE_FIGHTING,100,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_ATK_DEF_DOWN","""Boosts strength\n""             ""sharply, but\n""             ""lowers abilities."""
Magic Coat,EFFECT_MAGIC_COAT,0,TYPE_PSYCHIC,100,15,MOVE_TARGET_DEPENDS,4,DAMAGE_CATEGORY_STATUS,,"""Reflects special\n""             ""effects back to\n""             ""the attacker."""
Recycle,EFFECT_RECYCLE,0,TYPE_NORMAL,100,10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Recycles a used\n""             ""item for one more\n""             ""use."""
Revenge,EFFECT_REVENGE,65,TYPE_FIGHTING,100,15,MOVE_TARGET_SELECTED,-4,DAMAGE_CATEGORY_PHYSICAL,,
Brick Break,EFFECT_BRICK_BREAK,75,TYPE_FIGHTING,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Destroys barriers\n""             ""such as REFLECT\n""             ""and causes damage."""
Yawn,EFFECT_YAWN,0,TYPE_NORMAL,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Lulls the foe into\n""             ""yawning, then\n""             ""sleeping next turn."""
Knock Off,EFFECT_KNOCK_OFF,50,TYPE_DARK,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_KNOCK_OFF","""Knocks down the\n""             ""foe's held item to\n""             ""prevent its use."""
Endeavor,EFFECT_ENDEAVOR,1,TYPE_NORMAL,100,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Gains power if the\n""             ""user's HP is lower\n""             ""than the foe's HP."""
Eruption,EFFECT_POWER_BASED_ON_USER_HP,150,TYPE_FIRE,100,5,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,,"""The higher the\n""             ""user's HP, the\n""             ""more damage caused."""
Skill Swap,EFFECT_SKILL_SWAP,0,TYPE_PSYCHIC,0,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""The user swaps\n""             ""special abilities\n""             ""with the target."""
Imprison,EFFECT_IMPRISON,0,TYPE_PSYCHIC,100,10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Prevents foes from\n""             ""using moves known\n""             ""by the user."""
Refresh,EFFECT_REFRESH,0,TYPE_NORMAL,100,20,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Heals poisoning,\n""             ""paralysis, or a\n""             ""burn."""
Grudge,EFFECT_GRUDGE,0,TYPE_GHOST,100,10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""If the user faints,\n""             ""deletes all PP of\n""             ""foe's last move."""
Snatch,EFFECT_SNATCH,0,TYPE_DARK,100,10,MOVE_TARGET_DEPENDS,4,DAMAGE_CATEGORY_STATUS,,"""Steals the effects\n""             ""of the move the\n""             ""target uses next."""
Secret Power,EFFECT_HIT,70,TYPE_NORMAL,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_SECRET_POWER","""An attack with\n""             ""effects that vary\n""             ""by location."""
Dive,EFFECT_SEMI_INVULNERABLE,B_UPDATED_MOVE_DATA >= GEN_4 ? 85 : 60,TYPE_WATER,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,"""Dives underwater\n""             ""the first turn and\n""             ""strikes next turn."""
Arm Thrust,EFFECT_MULTI_HIT,18,TYPE_FIGHTING,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Straight-arm\n""             ""punches\n""             ""that strike the\n""             ""foe 2 to 5 times."""
Camouflage,EFFECT_CAMOUFLAGE,0,TYPE_NORMAL,100,20,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Alters the\n""             ""Pokémon's type\n""             ""depending on\n""             ""the location."""
Tail Glow,B_UPDATED_MOVE_DATA >= GEN_5 ? EFFECT_SPECIAL_ATTACK_UP_3 : EFFECT_SPECIAL_ATTACK_UP_2,0,TYPE_BUG,0,20,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Flashes a light\n""             ""that sharply raises\n""             ""Sp. Atk."""
Luster Purge,EFFECT_HIT,95,TYPE_PSYCHIC,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_SP_DEF_MINUS_1","""Attacks with a\n""             ""burst of light.\n""             ""May lower Sp. Def."""
Mist Ball,EFFECT_HIT,95,TYPE_PSYCHIC,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_SP_ATK_MINUS_1","""Attacks with a\n""             ""flurry of down.\n""             ""May lower Sp. Atk."""
Feather Dance,EFFECT_ATTACK_DOWN_2,0,TYPE_FLYING,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Envelops the foe\n""             ""with down to\n""             ""sharply reduce\n""             ""Attack."""
Teeter Dance,EFFECT_CONFUSE,0,TYPE_NORMAL,100,20,MOVE_TARGET_FOES_AND_ALLY,0,DAMAGE_CATEGORY_STATUS,,"""Confuses all\n""             ""Pokémon on the\n""             ""scene."""
Blaze Kick,EFFECT_HIT,85,TYPE_FIRE,95,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_BURN","""A kick with a high\n""             ""critical-hit ratio.\n""             ""May cause a burn."""
Mud Sport,EFFECT_MUD_SPORT,0,TYPE_GROUND,100,15,MOVE_TARGET_ALL_BATTLERS,0,DAMAGE_CATEGORY_STATUS,,"""Covers the user in\n""             ""mud to raise\n""             ""electrical\n""             ""resistance."""
Ice Ball,EFFECT_ROLLOUT,30,TYPE_ICE,90,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""A 5-turn attack\n""             ""that gains power\n""             ""on successive hits."""
Needle Arm,EFFECT_HIT,75,TYPE_GRASS,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_FLINCH","""Attacks with thorny\n""             ""arms. May cause\n""             ""flinching."""
Slack Off,EFFECT_RESTORE_HP,0,TYPE_NORMAL,100,B_UPDATED_MOVE_DATA >= GEN_9 ? 5 : 10,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Slacks off and\n""             ""restores half the\n""             ""maximum HP."""
Hyper Voice,EFFECT_HIT,100,TYPE_NORMAL,100,10,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,,"""A loud attack that\n""             ""uses sound waves\n""             ""to injure."""
Poison Fang,EFFECT_HIT,65,TYPE_POISON,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_TOXIC","""A sharp-fanged\n""             ""attack. May badly\n""             ""poison the foe."""
Crush Claw,EFFECT_HIT,75,TYPE_NORMAL,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_DEF_MINUS_1","""Tears at the foe\n""             ""with sharp claws.\n""             ""May lower Defense."""
Blast Burn,EFFECT_HIT,150,TYPE_FIRE,90,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_RECHARGE","""Powerful, but\n""             ""leaves the user\n""             ""immobile the next\n""             ""turn."""
Hydro Cannon,EFFECT_HIT,150,TYPE_WATER,90,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_RECHARGE","""Powerful, but\n""             ""leaves the user\n""             ""immobile the next\n""             ""turn."""
Meteor Mash,EFFECT_HIT,B_UPDATED_MOVE_DATA >= GEN_6 ? 90 : 100,TYPE_STEEL,B_UPDATED_MOVE_DATA >= GEN_6 ? 90 : 85,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_ATK_PLUS_2","""Fires a meteor-like\n""             ""punch. May raise\n""             ""Attack."""
Astonish,EFFECT_HIT,45,TYPE_GHOST,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_FLINCH","""An attack that may\n""             ""shock the foe into\n""             ""flinching."""
Weather Ball,EFFECT_WEATHER_BALL,75,TYPE_NORMAL,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,"""The move's type and\n""             ""power change with\n""             ""the weather."""
Aromatherapy,EFFECT_HEAL_BELL,0,TYPE_GRASS,0,5,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Heals all status\n""             ""problems with a\n""             ""soothing scent."""
Fake Tears,EFFECT_SPECIAL_DEFENSE_DOWN_2,0,TYPE_DARK,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Feigns crying to\n""             ""sharply lower the\n""             ""foe's Sp. Def."""
Air Cutter,EFFECT_HIT,65,TYPE_FLYING,95,25,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,,"""Hacks with\n""             ""razorlike wind.\n""             ""High crit ratio."""
Overheat,EFFECT_HIT,B_UPDATED_MOVE_DATA >= GEN_6 ? 130 : 140,TYPE_FIRE,90,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_SP_ATK_MINUS_2","""Allows a full-power\n""             ""attack, but\n""             ""sharply lowers\n""             ""Sp. Atk."""
Odor Sleuth,EFFECT_FORESIGHT,0,TYPE_NORMAL,B_UPDATED_MOVE_DATA >= GEN_4 ? 0 : 100,40,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Negates the foe's\n""             ""efforts to heighten\n""             ""evasiveness."""
Rock Tomb,EFFECT_HIT,60,TYPE_ROCK,95,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_SPD_MINUS_1","""Stops the foe from\n""             ""moving with rocks\n""             ""and cuts Speed."""
Silver Wind,EFFECT_HIT,60,TYPE_BUG,100,10,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_ALL_STATS_UP","""A powdery attack\n""             ""that may raise\n""             ""abilities."""
Metal Sound,EFFECT_SPECIAL_DEFENSE_DOWN_2,0,TYPE_STEEL,90,40,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Emits a horrible\n""             ""screech that\n""             ""sharply lowers\n""             ""Def."""
Grass Whistle,EFFECT_SLEEP,0,TYPE_GRASS,65,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Lulls the foe into\n""             ""sleep with a\n""             ""pleasant melody."""
Tickle,EFFECT_TICKLE,0,TYPE_NORMAL,100,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_STATUS,,"""Makes the foe laugh\n""             ""to lower Attack\n""             ""and Defense."""
Cosmic Power,EFFECT_COSMIC_POWER,0,TYPE_PSYCHIC,0,20,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Raises Defense and\n""             ""Sp. Def with a\n""             ""mystic power."""
Water Spout,EFFECT_POWER_BASED_ON_USER_HP,150,TYPE_WATER,100,5,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,,"""Inflicts more\n""             ""damage if\n""             ""the user's HP is\n""             ""high."""
Signal Beam,EFFECT_HIT,95,TYPE_BUG,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_CONFUSION","""A strange beam\n""             ""attack that may\n""             ""confuse the foe."""
Shadow Punch,EFFECT_HIT,75,TYPE_GHOST,0,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""An unavoidable\n""             ""punch that is\n""             ""thrown from\n""             ""shadows."""
Extrasensory,EFFECT_HIT,80,TYPE_PSYCHIC,100,B_UPDATED_MOVE_DATA >= GEN_6 ? 20 : 30,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_FLINCH","""Attacks with a\n""             ""peculiar power.\n""             ""May cause\n""             ""flinching."""
Sky Uppercut,EFFECT_HIT,85,TYPE_FIGHTING,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""An uppercut thrown\n""             ""as if leaping into\n""             ""the sky."""
Sand Tomb,EFFECT_HIT,35,TYPE_GROUND,90,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_WRAP","""Traps and hurts the\n""             ""foe in quicksand\n""             ""for 2 to 5\n""             ""turns."""
Sheer Cold,EFFECT_OHKO,1,TYPE_ICE,30,5,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_SPECIAL,,"""A chilling attack\n""             ""that causes\n""             ""fainting if it\n""             ""hits."""
Muddy Water,EFFECT_HIT,B_UPDATED_MOVE_DATA >= GEN_6 ? 90 : 95,TYPE_WATER,90,10,MOVE_TARGET_BOTH,0,DAMAGE_CATEGORY_SPECIAL,"ADDITIONAL_EFFECTS({
            .moveEffect = MOVE_EFFECT_ACC_MINUS_1","""Attacks with muddy\n""             ""water. May lower\n""             ""accuracy."""
Bullet Seed,EFFECT_MULTI_HIT,22,TYPE_GRASS,100,30,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Shoots 2 to 5 seeds\n""             ""in a row to strike\n""             ""the foe."""
Aerial Ace,EFFECT_HIT,70,TYPE_FLYING,0,20,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""An extremely speedy\n""             ""and unavoidable\n""             ""attack."""
Icicle Spear,EFFECT_MULTI_HIT,22,TYPE_ICE,100,15,MOVE_TARGET_SELECTED,0,DAMAGE_CATEGORY_PHYSICAL,,"""Attacks the foe by\n""             ""firing 2 to 5\n""             ""icicles in a row."""
Iron Defense,EFFECT_DEFENSE_UP_2,0,TYPE_STEEL,0,15,MOVE_TARGET_USER,0,DAMAGE_CATEGORY_STATUS,,"""Hardens the body's\n""             ""surface to sharply\n""             ""raise Defense."""
