Display Name,Species ID,HP,Attack,Defense,Speed,Sp. Attack,Sp. Defense,Total Stats,Type 1,Type 2,Growth Rate,Evolution Species,Evolution Method,Evolution Level,
Cyndaquil,CYNDAQUIL,39,52,43,65,60,50,309,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_SLOW,QUILAVA,EVO_LEVEL,14,
Bastiodon,BASTIODON,60,52,168,30,47,138,495,TYPE_ROCK,TYPE_STEEL,GROWTH_ERRATIC,NONE,NONE,0,
Pikachu,PIKACHU,35,55,30,90,50,40,300,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_FAST,RAICHU,EVO_ITEM,ITEM_THUNDER_STONE,
Pikachu,PIKACHU,35,55,30,90,50,40,300,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_FAST,RAICHU_ALOLA,EVO_NONE,0,
Venonat,VENONAT,60,55,50,45,40,55,305,TYPE_BUG,TYPE_POISON,GROWTH_MEDIUM_FAST,VENOMOTH,EVO_LEVEL,31,
Diglett,DIGLETT,10,55,25,95,35,45,265,TYPE_GROUND,TYPE_GROUND,GROWTH_MEDIUM_FAST,DUGTRIO,EVO_LEVEL,26,"+10 to atk, +10 to spdef, +10 to def, +5 to HP, +5 to speed"
Diglett,DIGLETT_ALOLA,10,55,30,90,35,45,265,TYPE_GROUND,TYPE_STEEL,GROWTH_MEDIUM_FAST,DUGTRIO_ALOLA,EVO_LEVEL,26,"+10 to atk, +10 to spdef, +10 to def, +5 to HP, +5 to speed"
Lickitung,LICKITUNG,90,55,75,30,60,75,385,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,LICKILICKY,EVO_MOVE,MOVE_ROLLOUT,"+5 atk, +10 spatk"
Tangela,TANGELA,65,55,115,60,100,40,435,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_FAST,TANGROWTH,EVO_MOVE,MOVE_ANCIENT_POWER,
Eevee,EEVEE,55,55,50,55,45,65,325,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,JOLTEON,EVO_ITEM,ITEM_THUNDER_STONE,
Eevee,EEVEE,55,55,50,55,45,65,325,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,VAPOREON,EVO_ITEM,ITEM_WATER_STONE,
Eevee,EEVEE,55,55,50,55,45,65,325,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,FLAREON,EVO_ITEM,ITEM_FIRE_STONE,
Eevee,EEVEE,55,55,50,55,45,65,325,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,ESPEON,EVO_ITEM,ITEM_SUN_STONE,
Eevee,EEVEE,55,55,50,55,45,65,325,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,UMBREON,EVO_ITEM,ITEM_MOON_STONE,
Eevee,EEVEE,55,55,50,55,45,65,325,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,LEAFEON,EVO_SPECIFIC_MAP,MAP_VIRIDIAN_FOREST,
Eevee,EEVEE,55,55,50,55,45,65,325,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,LEAFEON,EVO_ITEM,ITEM_LEAF_STONE,
Eevee,EEVEE,55,55,50,55,45,65,325,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,GLACEON,EVO_SPECIFIC_MAP,MAP_SEAFOAM_ISLANDS_B4F,
Eevee,EEVEE,55,55,50,55,45,65,325,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,GLACEON,EVO_ITEM,ITEM_ICE_STONE,
Eevee,EEVEE,55,55,50,55,45,65,325,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,SYLVEON,EVO_FRIENDSHIP_MOVE_TYPE,TYPE_FAIRY,
Flaaffy,FLAAFFY,70,55,55,45,80,60,365,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_SLOW,AMPHAROS,EVO_LEVEL,30,
Jumpluff,JUMPLUFF,75,55,70,110,55,85,450,TYPE_GRASS,TYPE_FLYING,GROWTH_MEDIUM_SLOW,NONE,NONE,0,"+15 to atk and spatk, +10 to def, +10 to spdef"
Swinub,SWINUB,50,55,40,50,35,30,260,TYPE_ICE,TYPE_GROUND,GROWTH_SLOW,PILOSWINE,EVO_LEVEL,33,
Corsola,CORSOLA,55,55,85,35,65,85,380,TYPE_WATER,TYPE_ROCK,GROWTH_FAST,NONE,NONE,0,"+10 to HP, +10 to def and spdef"
Corsola,CORSOLA_GALAR,60,55,90,30,65,90,390,TYPE_GHOST,TYPE_GHOST,GROWTH_FAST,CURSOLA,EVO_LEVEL,38,"+10 to HP, +10 to def and spdef"
Delibird,DELIBIRD,45,55,45,75,65,45,330,TYPE_ICE,TYPE_FLYING,GROWTH_FAST,NONE,NONE,0,
Taillow,TAILLOW,40,55,30,85,30,30,270,TYPE_NORMAL,TYPE_FLYING,GROWTH_MEDIUM_SLOW,SWELLOW,EVO_LEVEL,22,
Probopass,PROBOPASS,60,55,145,40,75,150,525,TYPE_ROCK,TYPE_STEEL,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Lunatone,LUNATONE,70,55,65,70,95,85,440,TYPE_ROCK,TYPE_PSYCHIC,GROWTH_FAST,NONE,NONE,0,+20 to HP
Beldum,BELDUM,40,55,80,30,35,60,300,TYPE_STEEL,TYPE_PSYCHIC,GROWTH_SLOW,METANG,EVO_LEVEL,20,
Starly,STARLY,40,55,32,63,30,30,250,TYPE_NORMAL,TYPE_FLYING,GROWTH_MEDIUM_SLOW,STARAVIA,EVO_LEVEL,14,
Glameow,GLAMEOW,49,55,42,85,42,37,310,TYPE_NORMAL,TYPE_NORMAL,GROWTH_FAST,PURUGLY,EVO_LEVEL,38,
Rattata,RATTATA,30,56,35,72,25,35,253,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,RATICATE,EVO_LEVEL,20,
Rattata,RATTATA_ALOLA,30,56,35,72,25,35,253,TYPE_DARK,TYPE_NORMAL,GROWTH_MEDIUM_FAST,RATICATE_ALOLA,EVO_LEVEL,20,
Rattata,RATTATA_ALOLA,30,56,35,72,25,35,253,TYPE_DARK,TYPE_NORMAL,GROWTH_MEDIUM_FAST,RATICATE_ALOLA_TOTEM,EVO_NONE,0,
Nidoran♂,NIDORAN_M,46,57,40,50,42,40,275,TYPE_POISON,TYPE_POISON,GROWTH_MEDIUM_SLOW,NIDORINO,EVO_LEVEL,16,
Lanturn,LANTURN,125,58,58,67,76,76,460,TYPE_WATER,TYPE_ELECTRIC,GROWTH_SLOW,NONE,NONE,0,"+10 to spatk, spdef"
Chimchar,CHIMCHAR,44,58,44,61,58,44,309,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_SLOW,MONFERNO,EVO_LEVEL,14,
Wormadam,WORMADAM_PLANT,60,59,85,36,79,105,424,TYPE_BUG,TYPE_GRASS,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Pidgeotto,PIDGEOTTO,63,60,55,71,50,50,349,TYPE_NORMAL,TYPE_FLYING,GROWTH_MEDIUM_SLOW,PIDGEOT,EVO_LEVEL,36,
Spearow,SPEAROW,40,60,34,70,31,35,270,TYPE_NORMAL,TYPE_FLYING,GROWTH_MEDIUM_FAST,FEAROW,EVO_LEVEL,20,
Ekans,EKANS,35,60,44,60,40,54,293,TYPE_POISON,TYPE_POISON,GROWTH_MEDIUM_FAST,ARBOK,EVO_LEVEL,22,
Persian,PERSIAN_ALOLA,65,60,60,115,75,65,440,TYPE_DARK,TYPE_DARK,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Magneton,MAGNETON,50,60,95,70,120,70,465,TYPE_ELECTRIC,TYPE_STEEL,GROWTH_MEDIUM_FAST,MAGNEZONE,EVO_MAPSEC,MAPSEC_NEW_MAUVILLE,"+10 HP, +5 spdef"
Magneton,MAGNETON,50,60,95,70,120,70,465,TYPE_ELECTRIC,TYPE_STEEL,GROWTH_MEDIUM_FAST,MAGNEZONE,EVO_ITEM,ITEM_THUNDER_STONE,"+10 HP, +5 spdef"
Glaceon,GLACEON,65,60,110,65,130,95,525,TYPE_ICE,TYPE_ICE,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Porygon,PORYGON,65,60,70,40,85,75,395,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,PORYGON2,EVO_ITEM,ITEM_UPGRADE,
Omastar,OMASTAR,70,60,125,55,115,70,495,TYPE_ROCK,TYPE_WATER,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Misdreavus,MISDREAVUS,60,60,60,85,85,85,435,TYPE_GHOST,TYPE_GHOST,GROWTH_FAST,MISMAGIUS,EVO_ITEM,ITEM_DUSK_STONE,
Mismagius,MISMAGIUS,60,60,60,105,105,105,495,TYPE_GHOST,TYPE_GHOST,GROWTH_FAST,NONE,NONE,0,
Houndour,HOUNDOUR,45,60,30,65,80,50,330,TYPE_DARK,TYPE_FIRE,GROWTH_SLOW,HOUNDOOM,EVO_LEVEL,24,
Phanpy,PHANPY,90,60,60,40,40,40,330,TYPE_GROUND,TYPE_GROUND,GROWTH_MEDIUM_FAST,DONPHAN,EVO_LEVEL,25,
Torchic,TORCHIC,45,60,40,45,70,50,310,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_SLOW,COMBUSKEN,EVO_LEVEL,16,
Masquerain,MASQUERAIN,70,60,62,60,80,82,414,TYPE_BUG,TYPE_FLYING,GROWTH_MEDIUM_FAST,NONE,NONE,0,"+20 speed, +20 spatk, +15 atk, +3 spdef and def"
Slakoth,SLAKOTH,60,60,60,30,40,40,290,TYPE_NORMAL,TYPE_NORMAL,GROWTH_SLOW,VIGOROTH,EVO_LEVEL,18,
Medicham,MEDICHAM,60,60,75,80,60,75,410,TYPE_FIGHTING,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,NONE,NONE,0,"+20 spatk, +10 HP, +5 def, +5 spdef, +10 atk"
Roselia,ROSELIA,50,60,45,65,100,80,400,TYPE_GRASS,TYPE_POISON,GROWTH_MEDIUM_SLOW,ROSERADE,EVO_ITEM,ITEM_SHINY_STONE,
Numel,NUMEL,60,60,40,35,65,45,305,TYPE_FIRE,TYPE_GROUND,GROWTH_MEDIUM_FAST,CAMERUPT,EVO_LEVEL,33,
Spinda,SPINDA,60,60,60,60,60,60,360,TYPE_NORMAL,TYPE_NORMAL,GROWTH_FAST,NONE,NONE,0,
Milotic,MILOTIC,95,60,79,81,100,125,540,TYPE_WATER,TYPE_WATER,GROWTH_ERRATIC,NONE,NONE,0,
Sealeo,SEALEO,90,60,70,45,75,70,410,TYPE_ICE,TYPE_WATER,GROWTH_MEDIUM_SLOW,WALREIN,EVO_LEVEL,44,
Cherrim,CHERRIM_OVERCAST,70,60,70,85,87,78,450,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Cherrim,CHERRIM_SUNSHINE,70,60,70,85,87,78,450,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Croagunk,CROAGUNK,48,61,40,50,61,40,300,TYPE_POISON,TYPE_FIGHTING,GROWTH_MEDIUM_FAST,TOXICROAK,EVO_LEVEL,37,
Ivysaur,IVYSAUR,60,62,63,60,80,80,405,TYPE_GRASS,TYPE_POISON,GROWTH_MEDIUM_SLOW,VENUSAUR,EVO_LEVEL,32,
Nidorina,NIDORINA,70,62,67,56,55,55,365,TYPE_POISON,TYPE_POISON,GROWTH_MEDIUM_SLOW,NIDOQUEEN,EVO_ITEM,ITEM_MOON_STONE,
Bayleef,BAYLEEF,60,62,80,60,63,80,405,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_SLOW,MEGANIUM,EVO_LEVEL,32,
Snover,SNOVER,60,62,50,40,62,60,334,TYPE_GRASS,TYPE_ICE,GROWTH_SLOW,ABOMASNOW,EVO_LEVEL,40,
Wartortle,WARTORTLE,59,63,80,58,65,80,405,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_SLOW,BLASTOISE,EVO_LEVEL,36,
Elekid,ELEKID,45,63,37,95,65,55,360,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_FAST,ELECTABUZZ,EVO_LEVEL,30,
Stunky,STUNKY,63,63,47,74,41,41,329,TYPE_POISON,TYPE_DARK,GROWTH_MEDIUM_FAST,SKUNTANK,EVO_LEVEL,34,
Charmeleon,CHARMELEON,58,64,58,80,80,65,405,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_SLOW,CHARIZARD,EVO_LEVEL,36,
Dratini,DRATINI,41,64,45,50,50,50,300,TYPE_DRAGON,TYPE_DRAGON,GROWTH_SLOW,DRAGONAIR,EVO_LEVEL,30,
Quilava,QUILAVA,58,64,58,80,80,65,405,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_SLOW,TYPHLOSION,EVO_LEVEL,36,
Quilava,QUILAVA,58,64,58,80,80,65,405,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_SLOW,TYPHLOSION_HISUI,EVO_NONE,0,
Larvitar,LARVITAR,50,64,50,41,45,50,300,TYPE_ROCK,TYPE_GROUND,GROWTH_SLOW,PUPITAR,EVO_LEVEL,30,
Clamperl,CLAMPERL,35,64,85,32,74,55,345,TYPE_WATER,TYPE_WATER,GROWTH_ERRATIC,HUNTAIL,EVO_ITEM,ITEM_DEEP_SEA_TOOTH,
Clamperl,CLAMPERL,35,64,85,32,74,55,345,TYPE_WATER,TYPE_WATER,GROWTH_ERRATIC,GOREBYSS,EVO_ITEM,ITEM_DEEP_SEA_SCALE,
Farfetch'd,FARFETCHD,52,65,55,60,58,62,352,TYPE_NORMAL,TYPE_FLYING,GROWTH_MEDIUM_FAST,NONE,NONE,0,+25 atk
Gloom,GLOOM,60,65,70,40,85,75,395,TYPE_GRASS,TYPE_POISON,GROWTH_MEDIUM_SLOW,VILEPLUME,EVO_ITEM,ITEM_LEAF_STONE,
Gloom,GLOOM,60,65,70,40,85,75,395,TYPE_GRASS,TYPE_POISON,GROWTH_MEDIUM_SLOW,BELLOSSOM,EVO_ITEM,ITEM_SUN_STONE,
Venomoth,VENOMOTH,70,65,60,90,90,75,450,TYPE_BUG,TYPE_POISON,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Meowth,MEOWTH_GALAR,50,65,55,40,40,40,290,TYPE_STEEL,TYPE_STEEL,GROWTH_MEDIUM_FAST,PERRSERKER,EVO_LEVEL,28,
Poliwhirl,POLIWHIRL,65,65,65,90,50,50,385,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_SLOW,POLIWRATH,EVO_ITEM,ITEM_WATER_STONE,
Poliwhirl,POLIWHIRL,65,65,65,90,50,50,385,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_SLOW,POLITOED,EVO_ITEM,ITEM_KINGS_ROCK,
Slowpoke,SLOWPOKE,90,65,65,15,40,40,315,TYPE_WATER,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,SLOWBRO,EVO_LEVEL,37,
Slowpoke,SLOWPOKE,90,65,65,15,40,40,315,TYPE_WATER,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,SLOWKING,EVO_ITEM,ITEM_KINGS_ROCK,
Slowpoke,SLOWPOKE_GALAR,90,65,65,15,40,40,315,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,SLOWBRO_GALAR,EVO_ITEM,ITEM_GALARICA_CUFF,
Slowpoke,SLOWPOKE_GALAR,90,65,65,15,40,40,315,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,SLOWKING_GALAR,EVO_ITEM,ITEM_GALARICA_WREATH,
Slowking,SLOWKING_GALAR,95,65,80,30,110,110,490,TYPE_POISON,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,NONE,NONE,0,"+5HP, +5def, +5spatk, +5 spdef"
Shellder,SHELLDER,30,65,100,40,45,25,305,TYPE_WATER,TYPE_WATER,GROWTH_SLOW,CLOYSTER,EVO_ITEM,ITEM_WATER_STONE,
Gengar,GENGAR,60,65,60,110,130,75,500,TYPE_GHOST,TYPE_POISON,GROWTH_MEDIUM_SLOW,NONE,NONE,0,
Koffing,KOFFING,40,65,95,35,60,45,340,TYPE_POISON,TYPE_POISON,GROWTH_MEDIUM_FAST,WEEZING,EVO_LEVEL,35,
Koffing,KOFFING,40,65,95,35,60,45,340,TYPE_POISON,TYPE_POISON,GROWTH_MEDIUM_FAST,WEEZING_GALAR,EVO_NONE,0,
Seadra,SEADRA,55,65,95,85,95,45,440,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,KINGDRA,EVO_ITEM,ITEM_DRAGON_SCALE,
Mr. Mime,MR_MIME_GALAR,50,65,65,100,90,90,460,TYPE_ICE,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,MR_RIME,EVO_LEVEL,42,
Vaporeon,VAPOREON,130,65,60,65,110,95,525,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Jolteon,JOLTEON,65,65,60,130,110,95,525,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Espeon,ESPEON,65,65,60,110,130,95,525,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Umbreon,UMBREON,95,65,110,65,60,130,525,TYPE_DARK,TYPE_DARK,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Sylveon,SYLVEON,95,65,65,60,110,130,525,TYPE_FAIRY,TYPE_FAIRY,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Totodile,TOTODILE,50,65,64,43,44,48,314,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_SLOW,CROCONAW,EVO_LEVEL,18,
Spinarak,SPINARAK,40,65,40,45,45,40,275,TYPE_BUG,TYPE_POISON,GROWTH_FAST,ARIADOS,EVO_LEVEL,22,
Yanma,YANMA,65,65,45,95,75,45,390,TYPE_BUG,TYPE_FLYING,GROWTH_MEDIUM_FAST,YANMEGA,EVO_MOVE,MOVE_ANCIENT_POWER,+10 atk
Pineco,PINECO,50,65,90,15,35,40,295,TYPE_BUG,TYPE_BUG,GROWTH_MEDIUM_FAST,FORRETRESS,EVO_LEVEL,31,
Remoraid,REMORAID,35,65,35,65,65,35,300,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,OCTILLERY,EVO_LEVEL,25,
Grovyle,GROVYLE,50,65,45,95,85,65,405,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_SLOW,SCEPTILE,EVO_LEVEL,36,
Poochyena,POOCHYENA,35,65,40,50,30,30,250,TYPE_DARK,TYPE_DARK,GROWTH_MEDIUM_FAST,MIGHTYENA,EVO_LEVEL,18,
Gardevoir,GARDEVOIR,68,65,65,80,125,115,518,UNKNOWN,UNKNOWN,GROWTH_SLOW,NONE,NONE,0,
Makuhita,MAKUHITA,75,65,40,25,20,40,265,TYPE_FIGHTING,TYPE_FIGHTING,GROWTH_FLUCTUATING,HARIYAMA,EVO_LEVEL,24,"+10 def, +10 spdef, +10 atk, +5 speed"
Delcatty,DELCATTY,70,65,65,70,55,55,380,TYPE_NORMAL,TYPE_NORMAL,GROWTH_FAST,NONE,NONE,0,"+20 to spatk, spdef, +10 to def, atk"
Shinx,SHINX,45,65,40,50,40,40,280,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_SLOW,LUXIO,EVO_LEVEL,15,
Buizel,BUIZEL,55,65,35,85,60,30,330,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,FLOATZEL,EVO_LEVEL,26,
Chatot,CHATOT,76,65,45,91,92,42,411,TYPE_NORMAL,TYPE_FLYING,GROWTH_MEDIUM_SLOW,NONE,NONE,0,
Rotom,ROTOM_HEAT,50,65,107,86,105,107,520,TYPE_ELECTRIC,TYPE_FIRE,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Rotom,ROTOM_WASH,50,65,107,86,105,107,520,TYPE_ELECTRIC,TYPE_WATER,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Rotom,ROTOM_FROST,50,65,107,86,105,107,520,TYPE_ELECTRIC,TYPE_ICE,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Rotom,ROTOM_FAN,50,65,107,86,105,107,520,TYPE_ELECTRIC,TYPE_FLYING,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Rotom,ROTOM_MOW,50,65,107,86,105,107,520,TYPE_ELECTRIC,TYPE_GRASS,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Prinplup,PRINPLUP,64,66,68,50,81,76,405,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_SLOW,EMPOLEON,EVO_LEVEL,36,
Buneary,BUNEARY,55,66,44,85,44,56,350,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,LOPUNNY,EVO_FRIENDSHIP,0,
Ninetales,NINETALES_ALOLA,73,67,75,109,81,100,505,TYPE_ICE,TYPE_FAIRY,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Goldeen,GOLDEEN,45,67,60,63,35,50,320,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,SEAKING,EVO_LEVEL,33,
Tropius,TROPIUS,99,68,83,51,72,87,460,TYPE_GRASS,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0,
Turtwig,TURTWIG,55,68,64,31,45,55,318,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_SLOW,GROTLE,EVO_LEVEL,18,
Wormadam,WORMADAM_TRASH,60,69,95,36,69,95,424,TYPE_BUG,TYPE_STEEL,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Lumineon,LUMINEON,69,69,76,91,69,86,460,TYPE_WATER,TYPE_WATER,GROWTH_ERRATIC,NONE,NONE,0,
Farfetch'd,FARFETCHD_GALAR,52,70,55,55,58,62,352,TYPE_FIGHTING,TYPE_FIGHTING,GROWTH_MEDIUM_FAST,SIRFETCHD,EVO_CRITICAL_HITS,3,
Clefable,CLEFABLE,95,70,73,60,85,90,473,UNKNOWN,UNKNOWN,GROWTH_FAST,NONE,NONE,0,
Wigglytuff,WIGGLYTUFF,140,70,45,45,75,50,425,UNKNOWN,UNKNOWN,GROWTH_FAST,NONE,NONE,0,"+20 to spatk, +10 to def and spdef"
Paras,PARAS,40,70,55,25,45,55,290,TYPE_BUG,TYPE_GRASS,GROWTH_MEDIUM_FAST,PARASECT,EVO_LEVEL,24,+5 to def and spdef
Persian,PERSIAN,65,70,60,115,65,65,440,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0,+10 to atk
Growlithe,GROWLITHE,55,70,45,60,70,50,350,TYPE_FIRE,TYPE_FIRE,GROWTH_SLOW,ARCANINE,EVO_ITEM,ITEM_FIRE_STONE,
Tentacruel,TENTACRUEL,80,70,65,100,80,120,515,TYPE_WATER,TYPE_POISON,GROWTH_SLOW,NONE,NONE,0,
Magnezone,MAGNEZONE,70,70,115,60,130,90,535,TYPE_ELECTRIC,TYPE_STEEL,GROWTH_MEDIUM_FAST,NONE,NONE,0,+10 spdef
Dewgong,DEWGONG,90,70,80,70,70,95,475,TYPE_WATER,TYPE_ICE,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Aipom,AIPOM,55,70,55,85,40,55,360,TYPE_NORMAL,TYPE_NORMAL,GROWTH_FAST,AMBIPOM,EVO_MOVE,MOVE_DOUBLE_HIT,
Dunsparce,DUNSPARCE,100,70,70,45,65,65,415,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,DUDUNSPARCE_TWO_SEGMENT,EVO_MOVE_TWO_SEGMENT,MOVE_HYPER_DRILL,
Dunsparce,DUNSPARCE,100,70,70,45,65,65,415,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,DUDUNSPARCE_THREE_SEGMENT,EVO_MOVE_THREE_SEGMENT,MOVE_HYPER_DRILL,
Ursaluna,URSALUNA_BLOODMOON,113,70,120,52,135,65,555,TYPE_GROUND,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Mudkip,MUDKIP,50,70,50,40,50,50,310,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_SLOW,MARSHTOMP,EVO_LEVEL,16,
Linoone,LINOONE,78,70,61,100,50,61,420,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0,"+9 to def and spdef, +2 HP, +20 atk"
Linoone,LINOONE_GALAR,78,70,61,100,50,61,420,TYPE_DARK,TYPE_NORMAL,GROWTH_MEDIUM_FAST,OBSTAGOON,EVO_LEVEL,35,"+9 to def and spdef, +2 HP, +20 atk"
Beautifly,BEAUTIFLY,60,70,50,65,90,50,385,TYPE_BUG,TYPE_FLYING,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Ludicolo,LUDICOLO,80,70,70,70,90,100,480,TYPE_WATER,TYPE_GRASS,GROWTH_MEDIUM_SLOW,NONE,NONE,0,"+10 atk, spdef"
Nuzleaf,NUZLEAF,70,70,40,60,60,40,340,TYPE_GRASS,TYPE_DARK,GROWTH_MEDIUM_SLOW,SHIFTRY,EVO_ITEM,ITEM_LEAF_STONE,
Aron,ARON,50,70,100,30,40,40,330,TYPE_STEEL,TYPE_ROCK,GROWTH_SLOW,LAIRON,EVO_LEVEL,32,
Roserade,ROSERADE,60,70,55,90,125,105,505,TYPE_GRASS,TYPE_POISON,GROWTH_MEDIUM_SLOW,NONE,NONE,0,
Wailmer,WAILMER,130,70,35,60,70,35,400,TYPE_WATER,TYPE_WATER,GROWTH_FLUCTUATING,WAILORD,EVO_LEVEL,40,
Vibrava,VIBRAVA,50,70,50,70,50,50,340,TYPE_GROUND,TYPE_DRAGON,GROWTH_MEDIUM_SLOW,FLYGON,EVO_LEVEL,45,
Altaria,ALTARIA,75,70,90,80,70,105,490,TYPE_DRAGON,TYPE_FLYING,GROWTH_ERRATIC,NONE,NONE,0,"+5 to atk and spatk, +10 HP"
Claydol,CLAYDOL,60,70,105,75,70,120,500,TYPE_GROUND,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Castform,CASTFORM_NORMAL,70,70,70,70,70,70,420,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Castform,CASTFORM_SUNNY,70,70,70,70,70,70,420,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Castform,CASTFORM_RAINY,70,70,70,70,70,70,420,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Castform,CASTFORM_SNOWY,70,70,70,70,70,70,420,TYPE_ICE,TYPE_ICE,GROWTH_MEDIUM_FAST,NONE,NONE,0,
Dusclops,DUSCLOPS,40,70,130,25,60,130,455,TYPE_GHOST,TYPE_GHOST,GROWTH_FAST,DUSKNOIR,EVO_ITEM,ITEM_REAPER_CLOTH,"+10 HP, +5 atk, +5 spatk"
Deoxys,DEOXYS_DEFENSE,50,70,160,90,70,160,600,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0,
Gible,GIBLE,58,70,45,42,40,45,300,TYPE_DRAGON,TYPE_GROUND,GROWTH_SLOW,GABITE,EVO_LEVEL,24,
