Display Name,Species ID,HP,Attack,Defense,Speed,Sp. Attack,Sp. Defense,Total Stats,Type 1,Type 2,Growth Rate,Evolution Species,Evolution Method,Evolution Level,Enabled
Voltorb,VOLTORB,40,30,50,100,55,55,330,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_FAST,ELECTRODE,EVO_LEVEL,30,True
Voltorb,VOLTORB,40,30,50,100,55,55,330,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_FAST,VOLTORB_HISUI,EVO_ITEM,ITEM_LINKING_CORD,True
Electrode,ELECTRODE,60,50,70,0,80,80,340,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_FAST,ELECTRODE_HISUI,EVO_ITEM,ITEM_LINKING_CORD,True
Voltorb,VOLTORB_HISUI,40,30,50,100,55,55,330,TYPE_ELECTRIC,TYPE_GRASS,GROWTH_MEDIUM_FAST,ELECTRODE_HISUI,EVO_LEVEL,30,True
Voltorb,VOLTORB_HISUI,40,30,50,100,55,55,330,TYPE_ELECTRIC,TYPE_GRASS,GROWTH_MEDIUM_FAST,VOLTORB,EVO_ITEM,ITEM_LINKING_CORD,True
Electrode,ELECTRODE_HISUI,60,50,70,0,80,80,340,TYPE_ELECTRIC,TYPE_GRASS,GROWTH_MEDIUM_FAST,ELECTRODE,EVO_ITEM,ITEM_LINKING_CORD,True
Exeggcute,EXEGGCUTE,60,40,80,40,60,0,280,TYPE_GRASS,TYPE_PSYCHIC,GROWTH_ERRATIC,EXEGGUTOR,EVO_ITEM,ITEM_LEAF_STONE,True
Exeggcute,EXEGGCUTE,60,40,80,40,60,0,280,TYPE_GRASS,TYPE_PSYCHIC,GROWTH_ERRATIC,EXEGGUTOR_ALOLA,EVO_ITEM,ITEM_LINKING_CORD,True
Exeggutor,EXEGGUTOR,95,95,85,55,125,65,520,TYPE_GRASS,TYPE_PSYCHIC,GROWTH_ERRATIC,EXEGGUTOR_ALOLA,EVO_ITEM,ITEM_LINKING_CORD,True
Exeggutor,EXEGGUTOR_ALOLA,95,105,85,45,125,65,520,TYPE_GRASS,TYPE_DRAGON,GROWTH_ERRATIC,EXEGGUTOR,EVO_ITEM,ITEM_LINKING_CORD,True
Cubone,CUBONE,50,50,95,35,40,0,270,TYPE_GROUND,TYPE_GROUND,GROWTH_MEDIUM_FAST,MAROWAK,EVO_LEVEL,28,True
Marowak,MAROWAK,70,90,110,45,60,90,465,TYPE_GROUND,TYPE_GHOST,GROWTH_MEDIUM_FAST,MAROWAK_ALOLA,EVO_ITEM,ITEM_LINKING_CORD,True
Marowak,MAROWAK_ALOLA,70,90,110,45,60,90,465,TYPE_FIRE,TYPE_GHOST,GROWTH_MEDIUM_FAST,MAROWAK,EVO_ITEM,ITEM_LINKING_CORD,True
Tyrogue,TYROGUE,35,35,35,35,35,35,210,TYPE_FIGHTING,TYPE_FIGHTING,GROWTH_MEDIUM_FAST,HITMONCHAN,EVO_LEVEL,20,False
Hitmonlee,HITMONLEE,50,120,53,87,35,0,345,TYPE_FIGHTING,TYPE_FIGHTING,GROWTH_MEDIUM_FAST,NONE,NONE,0,False
Hitmonchan,HITMONCHAN,50,105,79,76,35,0,345,TYPE_FIGHTING,TYPE_FIGHTING,GROWTH_MEDIUM_FAST,NONE,NONE,0,False
Hitmontop,HITMONTOP,50,95,95,70,35,110,455,TYPE_FIGHTING,TYPE_FIGHTING,GROWTH_MEDIUM_FAST,NONE,NONE,0,False
Lickitung,LICKITUNG,90,60,75,30,70,75,400,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,LICKILICKY,EVO_LEVEL,0,False
Lickilicky,LICKILICKY,110,85,95,50,80,95,515,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0,False
Koffing,KOFFING,40,65,95,35,60,0,295,TYPE_POISON,TYPE_POISON,GROWTH_MEDIUM_FAST,WEEZING,EVO_LEVEL,35,True
Weezing,WEEZING,65,90,120,60,85,0,420,TYPE_POISON,TYPE_POISON,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Weezing,WEEZING_GALAR,65,90,120,60,85,70,490,TYPE_POISON,TYPE_FAIRY,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Rhyhorn,RHYHORN,80,85,95,25,30,30,345,TYPE_GROUND,TYPE_ROCK,GROWTH_ERRATIC,RHYDON,EVO_LEVEL,42,True
Rhydon,RHYDON,105,130,120,40,45,45,485,TYPE_GROUND,TYPE_ROCK,GROWTH_ERRATIC,RHYPERIOR,EVO_ITEM,ITEM_HARD_STONE,True
Rhyperior,RHYPERIOR,115,140,130,40,55,55,535,TYPE_GROUND,TYPE_ROCK,GROWTH_ERRATIC,NONE,NONE,0,True
Happiny,HAPPINY,100,5,5,30,15,65,220,TYPE_NORMAL,TYPE_NORMAL,GROWTH_FAST,CHANSEY,EVO_ITEM_HOLD,ITEM_OVAL_STONE,False
Happiny,HAPPINY,100,5,5,30,15,65,220,TYPE_NORMAL,TYPE_NORMAL,GROWTH_FAST,CHANSEY,EVO_ITEM,ITEM_OVAL_STONE,False
Chansey,CHANSEY,250,5,5,50,0,105,415,TYPE_NORMAL,TYPE_NORMAL,GROWTH_FAST,BLISSEY,EVO_LEVEL,0,False
Blissey,BLISSEY,255,10,10,55,75,135,540,TYPE_NORMAL,TYPE_NORMAL,GROWTH_FAST,NONE,NONE,0,False
Tangela,TANGELA,65,55,115,60,100,0,395,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_FAST,TANGROWTH,EVO_LEVEL,0,True
Tangrowth,TANGROWTH,100,100,125,50,110,50,535,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Kangaskhan,KANGASKHAN,105,95,80,90,40,0,410,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Horsea,HORSEA,35,40,70,60,70,0,275,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,SEADRA,EVO_LEVEL,32,True
Seadra,SEADRA,55,65,95,85,95,0,395,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,KINGDRA,EVO_ITEM,ITEM_DRAGON_SCALE,True
Kingdra,KINGDRA,75,95,95,85,95,95,540,TYPE_WATER,TYPE_DRAGON,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Goldeen,GOLDEEN,45,67,60,63,0,50,285,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,SEAKING,EVO_LEVEL,33,True
Seaking,SEAKING,80,92,75,68,70,85,470,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Staryu,STARYU,30,45,55,85,70,0,285,TYPE_WATER,TYPE_WATER,GROWTH_ERRATIC,STARMIE,EVO_ITEM,ITEM_WATER_STONE,True
Starmie,STARMIE,60,75,85,115,100,0,435,TYPE_WATER,TYPE_PSYCHIC,GROWTH_ERRATIC,NONE,NONE,0,True
Mime Jr.,MIME_JR,20,25,45,60,70,90,310,TYPE_PSYCHIC,TYPE_FAIRY,GROWTH_MEDIUM_FAST,MR_MIME,EVO_LEVEL,0,True
Mr. Mime,MR_MIME,40,45,65,90,100,0,340,TYPE_PSYCHIC,TYPE_FAIRY,GROWTH_MEDIUM_FAST,MR_MIME_GALAR,EVO_ITEM,ITEM_LINKING_CORD,True
Mr. Mime,MR_MIME_GALAR,50,65,65,100,90,90,460,TYPE_ICE,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,MR_RIME,EVO_LEVEL,42,True
Mr. Mime,MR_MIME_GALAR,50,65,65,100,90,90,460,TYPE_ICE,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,MR_MIME,EVO_ITEM,ITEM_LINKING_CORD,True
Mr. Rime,MR_RIME,80,85,75,70,110,100,520,TYPE_ICE,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Scyther,SCYTHER,70,110,80,105,55,0,420,TYPE_BUG,TYPE_FLYING,GROWTH_MEDIUM_FAST,KLEAVOR,EVO_ITEM,ITEM_HARD_STONE,True
Scyther,SCYTHER,70,110,80,105,55,0,420,TYPE_BUG,TYPE_FLYING,GROWTH_MEDIUM_FAST,SCIZOR,EVO_ITEM,ITEM_METAL_COAT,True
Scizor,SCIZOR,70,130,100,65,55,80,500,TYPE_BUG,TYPE_STEEL,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Kleavor,KLEAVOR,70,135,95,85,45,70,500,TYPE_BUG,TYPE_ROCK,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Smoochum,SMOOCHUM,45,30,15,65,85,65,305,TYPE_ICE,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,JYNX,EVO_LEVEL,30,False
Jynx,JYNX,65,50,35,95,0,95,340,TYPE_ICE,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,NONE,NONE,0,False
Elekid,ELEKID,45,63,37,95,65,55,360,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_FAST,ELECTABUZZ,EVO_LEVEL,30,True
Electabuzz,ELECTABUZZ,65,83,57,105,0,85,395,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_FAST,ELECTIVIRE,EVO_ITEM,ITEM_THUNDER_STONE,True
Electivire,ELECTIVIRE,75,123,67,95,95,85,540,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Magby,MAGBY,45,75,37,83,70,55,365,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_FAST,MAGMAR,EVO_LEVEL,30,True
Magmar,MAGMAR,65,95,57,93,0,85,395,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_FAST,MAGMORTAR,EVO_ITEM,ITEM_FIRE_STONE,True
Magmortar,MAGMORTAR,75,95,67,83,125,95,540,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Pinsir,PINSIR,65,125,100,85,55,0,430,TYPE_BUG,TYPE_BUG,GROWTH_ERRATIC,NONE,NONE,0,True
Tauros,TAUROS,75,100,95,110,0,70,450,TYPE_NORMAL,TYPE_NORMAL,GROWTH_SLOW,NONE,NONE,0,True
Tauros,TAUROS_PALDEA_COMBAT,75,110,105,100,30,70,490,TYPE_FIGHTING,TYPE_FIGHTING,GROWTH_SLOW,NONE,NONE,0,True
Tauros,TAUROS_PALDEA_BLAZE,75,110,105,100,30,70,490,TYPE_FIGHTING,TYPE_FIRE,GROWTH_SLOW,NONE,NONE,0,True
Tauros,TAUROS_PALDEA_AQUA,75,110,105,100,30,70,490,TYPE_FIGHTING,TYPE_WATER,GROWTH_SLOW,NONE,NONE,0,True
Magikarp,MAGIKARP,20,10,55,80,0,20,185,TYPE_WATER,TYPE_WATER,GROWTH_SLOW,GYARADOS,EVO_LEVEL,20,False
Gyarados,GYARADOS,95,125,79,81,0,100,480,TYPE_WATER,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0,False
Lapras,LAPRAS,130,85,80,60,0,95,450,TYPE_WATER,TYPE_ICE,GROWTH_MEDIUM_SLOW,NONE,NONE,0,True
Ditto,DITTO,50,50,50,50,50,50,300,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Eevee,EEVEE,55,55,50,55,0,65,280,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,JOLTEON,EVO_ITEM,ITEM_THUNDER_STONE,True
Eevee,EEVEE,55,55,50,55,0,65,280,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,VAPOREON,EVO_ITEM,ITEM_WATER_STONE,True
Eevee,EEVEE,55,55,50,55,0,65,280,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,FLAREON,EVO_ITEM,ITEM_FIRE_STONE,True
Eevee,EEVEE,55,55,50,55,0,65,280,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,ESPEON,EVO_ITEM,ITEM_SUN_STONE,True
Eevee,EEVEE,55,55,50,55,0,65,280,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,UMBREON,EVO_ITEM,ITEM_MOON_STONE,True
Eevee,EEVEE,55,55,50,55,0,65,280,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,LEAFEON,EVO_ITEM,ITEM_LEAF_STONE,True
Eevee,EEVEE,55,55,50,55,0,65,280,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,GLACEON,EVO_ITEM,ITEM_ICE_STONE,True
Eevee,EEVEE_STARTER,65,75,70,75,65,85,435,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Vaporeon,VAPOREON,130,65,60,65,110,0,430,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Jolteon,JOLTEON,65,65,60,130,110,0,430,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Flareon,FLAREON,65,130,60,65,0,110,430,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Espeon,ESPEON,65,65,60,110,130,95,525,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Umbreon,UMBREON,95,65,110,65,60,130,525,TYPE_DARK,TYPE_DARK,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Leafeon,LEAFEON,65,110,130,95,60,65,525,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Glaceon,GLACEON,65,60,110,65,130,95,525,TYPE_ICE,TYPE_ICE,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Sylveon,SYLVEON,95,65,65,60,110,130,525,TYPE_FAIRY,TYPE_FAIRY,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Porygon,PORYGON,65,60,70,40,0,75,310,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,PORYGON2,EVO_ITEM,ITEM_UPGRADE,True
Porygon2,PORYGON2,85,80,90,60,105,95,515,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,PORYGON_Z,EVO_ITEM,ITEM_DUBIOUS_DISC,True
Porygon-Z,PORYGON_Z,85,80,70,90,135,75,535,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Omanyte,OMANYTE,35,40,100,35,90,0,300,TYPE_ROCK,TYPE_WATER,GROWTH_MEDIUM_FAST,OMASTAR,EVO_LEVEL,36,True
Omastar,OMASTAR,70,60,125,55,115,0,425,TYPE_ROCK,TYPE_WATER,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Kabuto,KABUTO,30,80,90,55,0,45,300,TYPE_ROCK,TYPE_WATER,GROWTH_MEDIUM_FAST,KABUTOPS,EVO_LEVEL,36,True
Kabutops,KABUTOPS,60,115,105,80,0,70,430,TYPE_ROCK,TYPE_WATER,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Aerodactyl,AERODACTYL,80,105,65,130,60,0,440,TYPE_ROCK,TYPE_FLYING,GROWTH_MEDIUM_SLOW,NONE,NONE,0,True
Munchlax,MUNCHLAX,135,85,40,5,40,85,390,TYPE_NORMAL,TYPE_NORMAL,GROWTH_SLOW,SNORLAX,EVO_LEVEL,0,True
Snorlax,SNORLAX,160,110,65,30,65,0,430,TYPE_NORMAL,TYPE_NORMAL,GROWTH_SLOW,NONE,NONE,0,True
Articuno,ARTICUNO,90,85,100,85,0,125,485,TYPE_ICE,TYPE_FLYING,GROWTH_SLOW,ARTICUNO_GALAR,EVO_ITEM,ITEM_LINKING_CORD,True
Articuno,ARTICUNO_GALAR,90,85,85,95,125,100,580,TYPE_PSYCHIC,TYPE_FLYING,GROWTH_SLOW,ARTICUNO,EVO_ITEM,ITEM_LINKING_CORD,True
Zapdos,ZAPDOS,90,90,85,100,125,0,490,TYPE_ELECTRIC,TYPE_FLYING,GROWTH_SLOW,ZAPDOS_GALAR,EVO_ITEM,ITEM_LINKING_CORD,True
Zapdos,ZAPDOS_GALAR,90,125,90,100,85,90,580,TYPE_FIGHTING,TYPE_FLYING,GROWTH_SLOW,ZAPDOS,EVO_ITEM,ITEM_LINKING_CORD,True
Moltres,MOLTRES,90,100,90,90,125,0,495,TYPE_FIRE,TYPE_FLYING,GROWTH_SLOW,MOLTRES_GALAR,EVO_ITEM,ITEM_LINKING_CORD,True
Moltres,MOLTRES_GALAR,90,85,90,90,100,125,580,TYPE_DARK,TYPE_FLYING,GROWTH_SLOW,MOLTRES,EVO_ITEM,ITEM_LINKING_CORD,True
Dratini,DRATINI,41,64,45,50,50,50,300,TYPE_DRAGON,TYPE_DRAGON,GROWTH_SLOW,DRAGONAIR,EVO_LEVEL,30,True
Dragonair,DRAGONAIR,61,84,65,70,70,70,420,TYPE_DRAGON,TYPE_DRAGON,GROWTH_SLOW,DRAGONITE,EVO_LEVEL,55,True
Dragonite,DRAGONITE,91,134,95,80,100,100,600,TYPE_DRAGON,TYPE_FLYING,GROWTH_SLOW,NONE,NONE,0,True
Mewtwo,MEWTWO,106,110,90,130,154,0,590,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_SLOW,NONE,NONE,0,True
Mew,MEW,100,100,100,100,100,100,600,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_MEDIUM_SLOW,NONE,NONE,0,True
Chikorita,CHIKORITA,45,49,65,45,49,65,318,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_SLOW,BAYLEEF,EVO_LEVEL,16,True
Bayleef,BAYLEEF,60,62,80,60,63,80,405,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_SLOW,MEGANIUM,EVO_LEVEL,32,True
Meganium,MEGANIUM,80,82,100,80,83,100,525,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_SLOW,NONE,NONE,0,True
Cyndaquil,CYNDAQUIL,39,52,43,65,60,50,309,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_SLOW,QUILAVA,EVO_LEVEL,14,True
Quilava,QUILAVA,58,64,58,80,80,65,405,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_SLOW,TYPHLOSION,EVO_LEVEL,36,True
Quilava,QUILAVA,58,64,58,80,80,65,405,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_SLOW,TYPHLOSION_HISUI,EVO_NONE,0,True
Typhlosion,TYPHLOSION,78,84,78,100,109,85,534,TYPE_FIRE,TYPE_FIRE,GROWTH_MEDIUM_SLOW,TYPHLOSION_HISUI,EVO_ITEM,ITEM_LINKING_CORD,True
Typhlosion,TYPHLOSION_HISUI,73,84,78,95,119,85,534,TYPE_FIRE,TYPE_GHOST,GROWTH_MEDIUM_SLOW,TYPHLOSION,EVO_ITEM,ITEM_LINKING_CORD,True
Totodile,TOTODILE,50,65,64,43,44,48,314,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_SLOW,CROCONAW,EVO_LEVEL,18,True
Croconaw,CROCONAW,65,80,80,58,59,63,405,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_SLOW,FERALIGATR,EVO_LEVEL,30,True
Feraligatr,FERALIGATR,85,105,100,78,79,83,530,TYPE_WATER,TYPE_WATER,GROWTH_MEDIUM_SLOW,NONE,NONE,0,True
Sentret,SENTRET,35,50,40,30,35,55,245,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,FURRET,EVO_LEVEL,15,True
Furret,FURRET,85,80,65,90,45,60,425,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Hoothoot,HOOTHOOT,60,35,45,50,45,60,295,TYPE_NORMAL,TYPE_FLYING,GROWTH_MEDIUM_FAST,NOCTOWL,EVO_LEVEL,20,True
Noctowl,NOCTOWL,100,50,50,70,0,96,366,TYPE_NORMAL,TYPE_FLYING,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Ledyba,LEDYBA,40,45,35,55,45,80,300,TYPE_BUG,TYPE_FLYING,GROWTH_FAST,LEDIAN,EVO_LEVEL,18,False
Ledian,LEDIAN,55,65,50,85,55,110,420,TYPE_BUG,TYPE_FLYING,GROWTH_FAST,NONE,NONE,0,False
Spinarak,SPINARAK,40,65,40,45,45,40,275,TYPE_BUG,TYPE_POISON,GROWTH_FAST,ARIADOS,EVO_LEVEL,22,True
Ariados,ARIADOS,70,100,70,70,70,70,450,TYPE_BUG,TYPE_POISON,GROWTH_FAST,NONE,NONE,0,True
Chinchou,CHINCHOU,75,38,38,67,56,56,330,TYPE_WATER,TYPE_ELECTRIC,GROWTH_MEDIUM_SLOW,LANTURN,EVO_LEVEL,27,True
Lanturn,LANTURN,125,58,58,67,86,86,480,TYPE_WATER,TYPE_ELECTRIC,GROWTH_MEDIUM_SLOW,NONE,NONE,0,True
Togepi,TOGEPI,45,20,65,20,40,65,255,UNKNOWN,UNKNOWN,GROWTH_FAST,TOGETIC,EVO_LEVEL,0,True
Togetic,TOGETIC,55,50,85,50,80,105,425,UNKNOWN,UNKNOWN,GROWTH_FAST,TOGEKISS,EVO_ITEM,ITEM_SUN_STONE,True
Togekiss,TOGEKISS,85,50,95,80,120,115,545,UNKNOWN,UNKNOWN,GROWTH_FAST,NONE,NONE,0,True
Natu,NATU,40,50,45,70,70,45,320,TYPE_PSYCHIC,TYPE_FLYING,GROWTH_MEDIUM_FAST,XATU,EVO_LEVEL,25,True
Xatu,XATU,65,80,70,105,105,75,500,TYPE_PSYCHIC,TYPE_FLYING,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Mareep,MAREEP,55,40,55,35,65,55,305,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_SLOW,FLAAFFY,EVO_LEVEL,15,True
Flaaffy,FLAAFFY,70,55,55,45,80,60,365,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_SLOW,AMPHAROS,EVO_LEVEL,30,True
Ampharos,AMPHAROS,90,80,85,55,120,90,520,TYPE_ELECTRIC,TYPE_ELECTRIC,GROWTH_MEDIUM_SLOW,NONE,NONE,0,True
Azurill,AZURILL,50,45,60,20,40,60,275,TYPE_NORMAL,TYPE_FAIRY,GROWTH_FAST,MARILL,EVO_LEVEL,0,True
Marill,MARILL,70,55,65,40,50,65,345,TYPE_WATER,TYPE_FAIRY,GROWTH_FAST,AZUMARILL,EVO_LEVEL,18,True
Azumarill,AZUMARILL,110,65,100,50,65,100,490,TYPE_WATER,TYPE_FAIRY,GROWTH_FAST,NONE,NONE,0,True
Bonsly,BONSLY,50,80,95,10,10,50,295,TYPE_ROCK,TYPE_ROCK,GROWTH_MEDIUM_FAST,SUDOWOODO,EVO_LEVEL,0,Unknown
Sudowoodo,SUDOWOODO,70,100,115,30,30,65,410,TYPE_ROCK,TYPE_ROCK,GROWTH_MEDIUM_FAST,NONE,NONE,0,False
Hoppip,HOPPIP,35,40,40,50,40,55,260,TYPE_GRASS,TYPE_FLYING,GROWTH_MEDIUM_SLOW,SKIPLOOM,EVO_LEVEL,18,True
Skiploom,SKIPLOOM,55,45,50,80,45,65,340,TYPE_GRASS,TYPE_FLYING,GROWTH_MEDIUM_SLOW,JUMPLUFF,EVO_LEVEL,27,Unknown
Jumpluff,JUMPLUFF,75,70,80,110,70,95,500,TYPE_GRASS,TYPE_FLYING,GROWTH_MEDIUM_SLOW,NONE,NONE,0,Unknown
Aipom,AIPOM,55,70,55,85,40,55,360,TYPE_NORMAL,TYPE_NORMAL,GROWTH_FAST,AMBIPOM,EVO_LEVEL,0,False
Ambipom,AMBIPOM,75,100,66,115,60,66,482,TYPE_NORMAL,TYPE_NORMAL,GROWTH_FAST,NONE,NONE,0,Unknown
Sunkern,SUNKERN,40,40,40,40,40,40,240,TYPE_GRASS,TYPE_GRASS,GROWTH_MEDIUM_SLOW,SUNFLORA,EVO_ITEM,ITEM_SUN_STONE,True
Sunflora,SUNFLORA,95,75,100,30,135,105,540,TYPE_GRASS,TYPE_FIRE,GROWTH_MEDIUM_SLOW,NONE,NONE,0,True
Yanma,YANMA,65,75,45,95,75,45,400,TYPE_BUG,TYPE_FLYING,GROWTH_MEDIUM_FAST,YANMEGA,EVO_LEVEL,0,True
Yanmega,YANMEGA,86,76,86,95,116,56,515,TYPE_BUG,TYPE_FLYING,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Wooper,WOOPER,55,60,60,15,55,55,300,TYPE_WATER,TYPE_GROUND,GROWTH_MEDIUM_FAST,QUAGSIRE,EVO_LEVEL,20,True
Wooper,WOOPER,55,60,60,15,55,55,300,TYPE_WATER,TYPE_GROUND,GROWTH_MEDIUM_FAST,WOOPER_PALDEA,EVO_ITEM,ITEM_LINKING_CORD,True
Quagsire,QUAGSIRE,95,100,95,35,80,70,475,TYPE_WATER,TYPE_GROUND,GROWTH_MEDIUM_FAST,CLODSIRE,EVO_ITEM,ITEM_LINKING_CORD,True
Wooper,WOOPER_PALDEA,55,60,60,15,55,55,300,TYPE_POISON,TYPE_GROUND,GROWTH_MEDIUM_FAST,CLODSIRE,EVO_LEVEL,20,True
Wooper,WOOPER_PALDEA,55,60,60,15,55,55,300,TYPE_POISON,TYPE_GROUND,GROWTH_MEDIUM_FAST,WOOPER,EVO_ITEM,ITEM_LINKING_CORD,True
Clodsire,CLODSIRE,130,90,75,20,60,100,475,TYPE_POISON,TYPE_GROUND,GROWTH_MEDIUM_FAST,QUAGSIRE,EVO_ITEM,ITEM_LINKING_CORD,True
Murkrow,MURKROW,60,85,42,91,85,42,405,TYPE_DARK,TYPE_FLYING,GROWTH_MEDIUM_SLOW,HONCHKROW,EVO_ITEM,ITEM_MOON_STONE,True
Honchkrow,HONCHKROW,100,125,55,75,105,55,515,TYPE_DARK,TYPE_FLYING,GROWTH_MEDIUM_SLOW,NONE,NONE,0,True
Misdreavus,MISDREAVUS,60,60,60,85,85,85,435,TYPE_GHOST,TYPE_GHOST,GROWTH_FAST,MISMAGIUS,EVO_ITEM,ITEM_MOON_STONE,True
Mismagius,MISMAGIUS,60,60,60,105,105,105,495,TYPE_GHOST,TYPE_GHOST,GROWTH_FAST,NONE,NONE,0,True
Wynaut,WYNAUT,95,23,48,23,23,48,260,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,WOBBUFFET,EVO_LEVEL,15,False
Wobbuffet,WOBBUFFET,190,33,58,33,33,58,405,TYPE_PSYCHIC,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,NONE,NONE,0,False
Girafarig,GIRAFARIG,70,85,70,85,95,70,475,TYPE_NORMAL,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,FARIGIRAF,EVO_ITEM,ITEM_TWISTED_SPOON,True
Farigiraf,FARIGIRAF,120,90,70,60,110,70,520,TYPE_NORMAL,TYPE_PSYCHIC,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Pineco,PINECO,50,65,90,15,35,40,295,TYPE_BUG,TYPE_BUG,GROWTH_MEDIUM_FAST,FORRETRESS,EVO_LEVEL,31,True
Forretress,FORRETRESS,80,90,140,40,60,90,500,TYPE_BUG,TYPE_STEEL,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
Dunsparce,DUNSPARCE,100,70,70,45,65,65,415,TYPE_NORMAL,TYPE_NORMAL,GROWTH_MEDIUM_FAST,NONE,NONE,0,True
